,formatted_address,name,place_id,rating,user_ratings_total,geometry.location.lat,geometry.location.lng,opening_hours.open_now,permanently_closed,0,1,2,store_name
8980,"Rue des Terreaux 22, 1350 Orbe, Switzerland",Supermarché Migros,ChIJCXfp_3jJjUcRwCxhw5kds0Q,3.8,271.0,46.723836,6.5313466,True,,Rue des Terreaux 22, 1350 Orbe, Switzerland,migro
8983,"Rte de l'Isle 2, 1142 Pampigny, Switzerland",Denner Satellit,ChIJi1aBMBZKjEcRSF03PB8SNjg,4.6,126.0,46.580165,6.428029,False,,Rte de l'Isle 2, 1142 Pampigny, Switzerland,denner
8990,"Rte Cantonale 5, 1113 Saint-Saphorin-sur-Morges, Switzerland",Société coopérative de fromagerie de St-Saphorin,ChIJnfo922A2jEcR3a43zDCScP0,0.0,0.0,46.5468907,6.482644899999999,,,Rte Cantonale 5, 1113 Saint-Saphorin-sur-Morges, Switzerland,coop
9004,"Rue du Reculan 7, 1024 Ecublens, Switzerland",Aldi,ChIJATfZim4xjEcRTkWYYpAOLCY,4.1,450.0,46.5391644,6.554354099999999,True,,Rue du Reculan 7, 1024 Ecublens, Switzerland,aldi
9008,"Chem. de Closalet 7, 1023 Crissier, Switzerland",Migros Supermarché,ChIJ563ErWQxjEcRgsnSD6uS8rQ,4.3,2278.0,46.55503849999999,6.5700464,True,,Chem. de Closalet 7, 1023 Crissier, Switzerland,migro
9014,"Rue du Pâquis 2, 1033 Cheseaux-sur-Lausanne, Switzerland",Coop Supermarché Cheseaux,ChIJj29brUQyjEcRHOQ8nQYZ-6Y,3.9,295.0,46.5864058,6.6046715,True,,Rue du Pâquis 2, 1033 Cheseaux-sur-Lausanne, Switzerland,coop
9017,"Rte de Bottens 1, 1053 Cugy, Switzerland",Migros,ChIJRSrV6IUtjEcRDkOG8ZVUK90,4.1,309.0,46.58528279999999,6.6401107,True,,Rte de Bottens 1, 1053 Cugy, Switzerland,migro
9018,"Rte de Neuchâtel 4B, 1032 Romanel-sur-Lausanne, Switzerland",Lidl,ChIJR7yc3D0yjEcR8bNZLIHfLh4,4.0,884.0,46.5714975,6.6056417,True,,Rte de Neuchâtel 4B, 1032 Romanel-sur-Lausanne, Switzerland,lidl
9022,"Rue de Neuchâtel 3, 1400 Yverdon-les-Bains, Switzerland",Supermarché Migros,ChIJqXo-WILPjUcRrIhlEe6JwhA,4.1,1235.0,46.7815113,6.6355593,True,,Rue de Neuchâtel 3, 1400 Yverdon-les-Bains, Switzerland,migro
9028,"Rte d'Oron 37, 1010 Lausanne, Switzerland",migrolino,ChIJo4iQG2gujEcRb6DjA-VVXRA,3.9,37.0,46.5353365,6.6550681,True,,Rte d'Oron 37, 1010 Lausanne, Switzerland,migro
9029,"En Fezelin, 1032 Romanel-sur-Lausanne, Switzerland",Migros,ChIJyziIqB0yjEcRP9ItVwvJC8s,4.2,1850.0,46.559423,6.611738799999999,True,,En Fezelin, 1032 Romanel-sur-Lausanne, Switzerland,migro
9034,"Rte Aloys-Fauquez 97, 1018 Lausanne, Switzerland",Migros,ChIJCUL6IRgujEcRYc7AU8vjXto,3.9,300.0,46.5376169,6.6332989,True,,Rte Aloys-Fauquez 97, 1018 Lausanne, Switzerland,migro
9037,"Av. Bergières 42, 1004 Lausanne, Switzerland",Coop Supermarché Lausanne Bergières,ChIJQWPElNAxjEcR80oavwOL8h4,4.0,405.0,46.5307431,6.619494899999999,True,,Av. Bergières 42, 1004 Lausanne, Switzerland,coop
9040,"Av. d'Echallens 63, 1004 Lausanne, Switzerland",Supermarché Migros,ChIJL37WytUxjEcROUGpPY3tPYI,4.1,178.0,46.5278448,6.616175699999999,True,,Av. d'Echallens 63, 1004 Lausanne, Switzerland,migro
9042,"Av. d`Echallens 68, 1004 Lausanne, Switzerland",Denner Discount,ChIJ-eXG1tkxjEcRkqclscg354w,4.0,168.0,46.5277503,6.617088400000001,True,,Av. d`Echallens 68, 1004 Lausanne, Switzerland,denner
9046,"Rue de Lausanne 10, 1400 Yverdon-les-Bains, Switzerland",Migros Supermarché,ChIJIT4btL_PjUcReP7VbleNgFI,4.1,434.0,46.7665863,6.6504616,True,,Rue de Lausanne 10, 1400 Yverdon-les-Bains, Switzerland,migro
9050,"Av. des Découvertes 3, 1400 Yverdon-les-Bains, Switzerland",Denner Discount,ChIJFaUlKd3PjUcRgOHxOjLlZEg,4.6,8.0,46.765866,6.642340799999999,True,,Av. des Découvertes 3, 1400 Yverdon-les-Bains, Switzerland,denner
9051,"En Chamard, 1442 Montagny-près-Yverdon, Switzerland",Migros,ChIJTZqN-GLPjUcRyNNDwsFqoUI,4.0,1265.0,46.7881267,6.6211229,True,,En Chamard, 1442 Montagny-près-Yverdon, Switzerland,migro
9052,"En Chamard 16, 1442 Montagny-près-Yverdon, Switzerland",migrolino,ChIJR9nxYWLPjUcRgcgXda6bb5Q,4.3,115.0,46.7883941,6.6204975,True,,En Chamard 16, 1442 Montagny-près-Yverdon, Switzerland,migro
9055,"En Chamard 44, 1442 Montagny-près-Yverdon, Switzerland",Aldi,ChIJ74yRUIjFjUcRDM_P0UWVcpM,4.0,746.0,46.7911525,6.6223224,True,,En Chamard 44, 1442 Montagny-près-Yverdon, Switzerland,aldi
9057,"Rte de Lausanne 4, 1400 Yverdon-les-Bains, Switzerland",Lidl,ChIJ4-EC2L_PjUcR8NQe11mERZo,4.0,893.0,46.76866949999999,6.651921199999999,True,,Rte de Lausanne 4, 1400 Yverdon-les-Bains, Switzerland,lidl
9059,"En Chamard Centre commercial Expo Centre, 1442 Montagny-près-Yverdon, Switzerland",Denner Discount,ChIJT3k5FojFjUcRlwTwIHbIp9U,3.9,122.0,46.7882417,6.621442999999999,True,,En Chamard Centre commercial Expo Centre, 1442 Montagny-près-Yverdon, Switzerland,denner
9060,"Rue de Neuchâtel 42, 1400 Yverdon-les-Bains, Switzerland",Denner Discount,ChIJo7LAG4LPjUcRLqlMMcQRhEE,4.2,184.0,46.783157,6.634879000000001,True,,Rue de Neuchâtel 42, 1400 Yverdon-les-Bains, Switzerland,denner
9070,"Av. Parc-de-la-Rouvraie 3, 1018 Lausanne, Switzerland",Coop Supermarché Lausanne Rouvraie,ChIJe2qXejsujEcRiEbXYwqJizY,4.2,88.0,46.5309191,6.6346949,True,,Av. Parc-de-la-Rouvraie 3, 1018 Lausanne, Switzerland,coop
9072,"Chem. du Maupas 7, 1055 Froideville, Switzerland",Société coopérative de laiterie de Froideville,ChIJXWBv3OIsjEcR0IfNUpVo28Q,0.0,0.0,46.6019806,6.6858043,,,Chem. du Maupas 7, 1055 Froideville, Switzerland,coop
9073,"Av. des Boveresses 33, 1010 Lausanne, Switzerland",Denner Satellit,ChIJL5FGv2EujEcRs3JD9s7eZU0,4.1,116.0,46.5383502,6.666407299999999,True,,Av. des Boveresses 33, 1010 Lausanne, Switzerland,denner
9075,"Rue Louis Favre 8A, 1024 Ecublens, Switzerland",Migros,ChIJ2VO18AIxjEcRW0ArAL3NsX4,4.2,513.0,46.5229627,6.565703,True,,Rue Louis Favre 8A, 1024 Ecublens, Switzerland,migro
9079,"Rue de Lausanne 18-20, 1201 Genève, Switzerland",Supermarché Migros Les Cygnes,ChIJo9JyJCdljEcRGccdn-lo2Yc,4.1,800.0,46.2112558,6.144636999999999,True,,Rue de Lausanne 18-20, 1201 Genève, Switzerland,migro
9087,"Grand-Rue 96A, 1627 Vaulruz, Switzerland",Denner Partner,ChIJf0ers69ijkcR7C7e9Osbb-c,4.2,209.0,46.6189377,6.9813892,False,,Grand-Rue 96A, 1627 Vaulruz, Switzerland,denner
9099,"Rue du Collège 6, 1410 Thierrens, Switzerland",Migros Partenaire,ChIJu1kc3iTXjUcRSg56LX3Vh_4,4.4,169.0,46.7044097,6.7547903,False,,Rue du Collège 6, 1410 Thierrens, Switzerland,migro
9105,"Rue Haute 12, 1422 Grandson, Switzerland",Volg-supermarkt Grandson,ChIJCyD3bgvFjUcRWPAU8T65Th0,4.4,33.0,46.8090706,6.6447907,True,,Rue Haute 12, 1422 Grandson, Switzerland,volg
9106,"Chem. des Chézeaux 12, 1424 Champagne, Switzerland",Denner Partenaire,ChIJ52JQ4vrEjUcR3goA3UKPeDo,4.1,193.0,46.8316473,6.656377,False,,Chem. des Chézeaux 12, 1424 Champagne, Switzerland,denner
9107,"En Chamard 31, 1442 Montagny-près-Yverdon, Switzerland",Coop Supermarché Montagny-près-Yverdon,ChIJR_ttzonFjUcRodeqQDrCjRo,4.1,1325.0,46.7900052,6.620562899999999,True,,En Chamard 31, 1442 Montagny-près-Yverdon, Switzerland,coop
9108,"Pl. de la Gare 10, 1400 Yverdon-les-Bains, Switzerland",Coop Pronto Yverdon Gare,ChIJWehbW4TPjUcRRAtyuCk01DA,3.8,384.0,46.781547,6.640351,True,,Pl. de la Gare 10, 1400 Yverdon-les-Bains, Switzerland,coop
9109,"Rue d'Orbe 1, 1400 Yverdon-les-Bains, Switzerland",Coop Supermarché Yverdon Bel-Air,ChIJqxgUHYPPjUcRUVYU7YBOOxI,4.1,442.0,46.780336,6.6362038,True,,Rue d'Orbe 1, 1400 Yverdon-les-Bains, Switzerland,coop
9112,"Rue des Vergers 1, 1462 Yvonand, Switzerland",Migros Partenaire,ChIJdy0aWmjajUcRMEpV-7xYU_Q,4.4,122.0,46.7982412,6.744380800000001,False,,Rue des Vergers 1, 1462 Yvonand, Switzerland,migro
9113,"BRUNAUPARK, Giesshübelstrasse 65, 8045 Zürich, Switzerland",Migros Supermarkt,ChIJj0lFi-0JkEcRhd1Rz4cxhXc,4.3,812.0,47.3583939,8.5176529,True,,BRUNAUPARK, Giesshübelstrasse 65, 8045 Zürich,migro
9117,"Chem. de Closel 8, 2022 Bevaix, Switzerland",Coop Supermarché Bevaix,ChIJF_NqUwHejUcR4n1czJ4Nmx8,4.1,303.0,46.9286872,6.8123387,True,,Chem. de Closel 8, 2022 Bevaix, Switzerland,coop
9118,"Chem. de Ronzi 2, 2016 Cortaillod, Switzerland",Migros Supermarché,ChIJI9YeU5DgjUcRKg6TAJ5TxkI,4.0,319.0,46.944297,6.842959,True,,Chem. de Ronzi 2, 2016 Cortaillod, Switzerland,migro
9119,"Grand-Rue 27, 2114 Fleurier, Switzerland",Migros Supermarkt,ChIJqXxzjAXBjUcREFRBwTGqaTU,4.0,360.0,46.9018813,6.5805979,True,,Grand-Rue 27, 2114 Fleurier, Switzerland,migro
9131,"Rte de Sainte-Croix 5874, 1400 Yverdon-les-Bains, Switzerland",Coop Pronto avec station-service Yverdon,ChIJ2dfbKnzPjUcRrYV52uiUcPE,4.2,177.0,46.789367,6.6254956,True,,Rte de Sainte-Croix 5874, 1400 Yverdon-les-Bains, Switzerland,coop
9134,"Rue Neuve 5, 1450 Sainte-Croix, Switzerland",Coop Supermarché Sainte-Croix,ChIJyaQvHXe4jUcRhrqZPOBQjXw,4.0,290.0,46.8228206,6.5014831,True,,Rue Neuve 5, 1450 Sainte-Croix, Switzerland,coop
9137,"Rue des Uttins 1, 2034 Peseux, Switzerland",Coop Supermarché Peseux,ChIJz1Gss-rhjUcR5l9cmO-h1kk,4.0,456.0,46.9883613,6.891269299999999,True,,Rue des Uttins 1, 2034 Peseux, Switzerland,coop
9139,"Rue de la Fin 19, 2016 Cortaillod, Switzerland",Coop Supermarché Cortaillod,ChIJq02x1Y_gjUcRRytri_-EMiE,3.7,113.0,46.94369330000001,6.8452712,True,,Rue de la Fin 19, 2016 Cortaillod, Switzerland,coop
9141,"Rue Bournot 35, 2400 Le Locle, Switzerland",Migros Supermarkt,ChIJR8r4DH_ljUcRlg6b_tJeLuY,4.0,508.0,47.0562798,6.7475157,True,,Rue Bournot 35, 2400 Le Locle, Switzerland,migro
9142,"Rue des Remparts 8, 1400 Yverdon-les-Bains, Switzerland",Denner Discount,ChIJMUsV3ITPjUcRcOjSsN1GGk0,4.0,234.0,46.7793794,6.6412553,True,,Rue des Remparts 8, 1400 Yverdon-les-Bains, Switzerland,denner
9146,"Rue des Vergers 5, 1462 Yvonand, Switzerland",Denner Satellit,ChIJjbAp_GjajUcRXJdEB5dbf4U,4.3,145.0,46.7985506,6.7436177,False,,Rue des Vergers 5, 1462 Yvonand, Switzerland,denner
9147,"Rue de l'Industrie 21, 1450 Sainte-Croix, Switzerland",Migros,ChIJg4oG6HW4jUcRyoijcEsm4Zo,4.1,318.0,46.8197222,6.502222199999999,True,,Rue de l'Industrie 21, 1450 Sainte-Croix, Switzerland,migro
9149,"Rue Centrale 8, 1450 Sainte-Croix, Switzerland",Denner Satellit,ChIJv12uBXe4jUcR3OShM6DuHqc,4.3,148.0,46.8233061,6.5018397,False,,Rue Centrale 8, 1450 Sainte-Croix, Switzerland,denner
9154,"Rte d'Arnier 4/6, 1092 Belmont-sur-Lausanne, Switzerland",Denner Satellit,ChIJ9cBheuUujEcR1fnEw2MsERM,4.3,174.0,46.5234215,6.678546499999999,False,,Rte d'Arnier 4/6, 1092 Belmont-sur-Lausanne, Switzerland,denner
9156,"Rte de la Conversion 314, 1093 Lutry, Switzerland",Migros Supermarché,ChIJ_yZRKQUvjEcR_zYXJfM3QYc,4.2,45.0,46.51337179999999,6.676877999999999,True,,Rte de la Conversion 314, 1093 Lutry, Switzerland,migro
9158,"Rte de Berne 1, 1010 Lausanne, Switzerland",Supermarché Migros,ChIJh9xZVkAujEcRjPswjdVoilU,4.1,311.0,46.5329378,6.6468104,True,,Rte de Berne 1, 1010 Lausanne, Switzerland,migro
9159,"Chem. de Maillefer 38, 1052 Le Mont-sur-Lausanne, Switzerland",Lidl,ChIJY4jWpM4vjEcR-d0ABLDqpgE,4.1,233.0,46.5423881,6.6277632,True,,Chem. de Maillefer 38, 1052 Le Mont-sur-Lausanne, Switzerland,lidl
9160,"Chem. des Faverges 15, 1006 Lausanne, Switzerland",Coop Supermarché Lausanne Chissiez,ChIJqV_hCrMvjEcRD6oPCGeEUYE,4.0,124.0,46.5139521,6.647139399999999,True,,Chem. des Faverges 15, 1006 Lausanne, Switzerland,coop
9163,"Chem. de l'Esparcette 5, 1023 Crissier, Switzerland",Lidl,ChIJe9y7C40xjEcRUXgDRtKEwfg,3.9,34.0,46.5535289,6.572943899999999,True,,Chem. de l'Esparcette 5, 1023 Crissier, Switzerland,lidl
9164,"Centre commercial de, Chem. de Closalet 7, 1023 Crissier, Switzerland",Denner,ChIJWbLErWQxjEcRZ9wXXVLRkWk,4.1,116.0,46.5545398,6.5683601,True,,Centre commercial de, Chem. de Closalet 7, 1023 Crissier,denner
9166,"Chem. de Saugy 3, 1023 Crissier, Switzerland",Coop Pronto avec station-service Crissier Léman Centre,ChIJ5all1nMxjEcRNVSObJl7cV4,4.2,153.0,46.5471812,6.5696875,True,,Chem. de Saugy 3, 1023 Crissier, Switzerland,coop
9175,"Av. du Tir-Fédéral 12, 1022 Chavannes-près-Renens, Switzerland",Migros,ChIJ6WHjj6AxjEcR66zjCXPpB1g,3.9,224.0,46.5366048,6.5766041,True,,Av. du Tir-Fédéral 12, 1022 Chavannes-près-Renens, Switzerland,migro
9177,"Centre Croix-Blanche, Pl. Croix-Blanche 7, 1066 Épalinges, Switzerland",Denner Discount,ChIJZ8QY-H0ujEcRnhfK5xqA83k,4.0,89.0,46.5480048,6.670872,True,,Centre Croix-Blanche, Pl. Croix-Blanche 7, 1066 Épalinges,denner
9180,"Place de la Sallaz 3, 1010 Lausanne, Switzerland",Coop Supermarché La Sallaz,ChIJpWXD5EAujEcRShheiGG-cNQ,4.2,482.0,46.5327204,6.6465513,True,,Place de la Sallaz 3, 1010 Lausanne, Switzerland,coop
9182,"Chem. Isabelle-de-Montolieu 115, 1010 Lausanne, Switzerland",Denner Satellit,ChIJ314KMW0ujEcR2LZlohFA5uE,3.3,82.0,46.5435447,6.647272,True,,Chem. Isabelle-de-Montolieu 115, 1010 Lausanne, Switzerland,denner
9191,"Rue de la Mèbre 9, 1020 Renens, Switzerland",Migros Supermarché,ChIJ2VCPdgoxjEcRo_5V774TYns,4.1,1075.0,46.53853729999999,6.5808829,True,,Rue de la Mèbre 9, 1020 Renens, Switzerland,migro
9192,"Chem. du Viaduc 1, 1008 Prilly, Switzerland",migrolino,ChIJRYUdy8gxjEcRa8mgACH2yzc,3.3,14.0,46.5270244,6.6028924,True,,Chem. du Viaduc 1, 1008 Prilly, Switzerland,migro
9193,"Pl. de la Gare 11, 1003 Lausanne, Switzerland",Coop Pronto Lausanne Gare,ChIJfzrvMa4vjEcRH-v-4ve-m4w,3.4,519.0,46.5172264,6.6278489,True,,Pl. de la Gare 11, 1003 Lausanne, Switzerland,coop
9194,"Rue des Terreaux 25, 1003 Lausanne, Switzerland",Aldi,ChIJldhOan4vjEcRv0R1bAR36NE,3.7,51.0,46.5227496,6.6270865,True,,Rue des Terreaux 25, 1003 Lausanne, Switzerland,aldi
9195,"Rue Caroline 6, 1003 Lausanne, Switzerland",Coop Supermarché Lausanne Caroline,ChIJm5uuAi4ujEcRdV7tDLdiYNc,4.1,914.0,46.52068879999999,6.6383404,True,,Rue Caroline 6, 1003 Lausanne, Switzerland,coop
9196,"Av. de Rhodanie 2, 1007 Lausanne, Switzerland",Migros,ChIJh0GTgtovjEcRsCuy9OVi6_c,4.1,667.0,46.5079005,6.6248403,True,,Av. de Rhodanie 2, 1007 Lausanne, Switzerland,migro
9197,"Rue Saint-Martin 7, 1000 Lausanne, Switzerland",Lidl,ChIJZWJYlZovjEcRqd9Yrjdx894,3.8,73.0,46.5220729,6.6368255,True,,Rue Saint-Martin 7, 1000 Lausanne, Switzerland,lidl
9198,"Chem. de Maillefer 59, 1052 Le Mont-sur-Lausanne, Switzerland",Denner Discount,ChIJd0lwGxwujEcRB6VCUlXtfyw,4.2,288.0,46.541788,6.6282125,True,,Chem. de Maillefer 59, 1052 Le Mont-sur-Lausanne, Switzerland,denner
9206,"Chem. de la Charrettaz 6, 1094 Paudex, Switzerland",Denner,ChIJoYZcPAUvjEcRhPhGxNeOu9A,4.1,208.0,46.5069031,6.6713474,True,,Chem. de la Charrettaz 6, 1094 Paudex, Switzerland,denner
9210,"Chem. du Pré-de-la-Tour 3, 1009 Pully, Switzerland",Migros,ChIJew7_NaovjEcR2cfl_Wji4_E,4.2,668.0,46.5115326,6.659826199999999,True,,Chem. du Pré-de-la-Tour 3, 1009 Pully, Switzerland,migro
9211,"Av. des Collèges 1, 1009 Pully, Switzerland",Coop Supermarché Pully,ChIJcU4OY6kvjEcR2FZNrtcWJq0,3.9,424.0,46.5105298,6.658607399999999,True,,Av. des Collèges 1, 1009 Pully, Switzerland,coop
9216,"Av. du Silo 7, 1020 Renens, Switzerland",migrolino,ChIJr67chKQxjEcR94xeefjyEvA,4.0,155.0,46.5335543,6.5852606,True,,Av. du Silo 7, 1020 Renens, Switzerland,migro
9219,"Rte de Renens 8, 1008 Prilly, Switzerland",migrolino,ChIJlYlMysgxjEcRJi4qVnmCWOM,4.2,30.0,46.5291571,6.602369299999999,True,,Rte de Renens 8, 1008 Prilly, Switzerland,migro
9220,"Rte de Renens 24, 1008 Prilly, Switzerland",Coop Supermarché Prilly Business Parc,ChIJNdvgJMYxjEcRGBjw6Gc6FBk,4.0,254.0,46.5295948,6.600821499999999,True,,Rte de Renens 24, 1008 Prilly, Switzerland,coop
9221,"Chem. du Viaduc 1, 1008 Prilly, Switzerland",Denner,ChIJr2umtcgxjEcR2Fq8qJHpSok,4.0,97.0,46.527487,6.601717,True,,Chem. du Viaduc 1, 1008 Prilly, Switzerland,denner
9225,"Rte de Cossonay 66, 1008 Prilly, Switzerland",Migrol Service avec carburants Shell,ChIJATD_rU8xjEcRDVobURTjADM,4.4,9.0,46.53787089999999,6.6011932,True,,Rte de Cossonay 66, 1008 Prilly, Switzerland,migro
9226,"Av. du Chablais 3B, 1007 Lausanne, Switzerland",Aldi,ChIJWz2JMM8xjEcRewhwxjt7BHE,4.0,689.0,46.5268526,6.6036581,True,,Av. du Chablais 3B, 1007 Lausanne, Switzerland,aldi
9232,"Rue du Caudray 6, 1020 Renens, Switzerland",Lidl,ChIJueH8MbsxjEcRI7TNlbcAHHY,4.0,755.0,46.53230749999999,6.5879774,True,,Rue du Caudray 6, 1020 Renens, Switzerland,lidl
9244,"Avenue de Longemalle 1, 1020 Renens, Switzerland",ALDI,ChIJW2MgSbYxjEcRnkuSl7sUu0Q,3.9,476.0,46.5288273,6.5920299,True,,Avenue de Longemalle 1, 1020 Renens, Switzerland,aldi
9245,"Av. de Florissant 38, 1020 Renens, Switzerland",Migros Supermarket,ChIJTZAlh8cxjEcR7SjVehIr2TI,4.1,241.0,46.5307464,6.5981044,True,,Av. de Florissant 38, 1020 Renens, Switzerland,migro
9246,"Av. d'Epenex 4c, 1020 Renens, Switzerland",Migros,ChIJd7IB79O5kUcR6DKibObgaeY,4.5,163.0,46.5376388,6.5772875,True,,Av. d'Epenex 4c, 1020 Renens, Switzerland,migro
9247,"Av. du Silo 11, 1020 Renens, Switzerland",Migros,ChIJJ4Q1xqQxjEcRY1ouUu-FGtY,4.2,208.0,46.5329068,6.586440899999999,True,,Av. du Silo 11, 1020 Renens, Switzerland,migro
9248,"Rue de la Mebre 9 Metropole, 1020 Renens, Switzerland",Denner Discount,ChIJUdgqxKExjEcRBot8618ND-A,4.2,78.0,46.5389306,6.5805656,True,,Rue de la Mebre 9 Metropole, 1020 Renens, Switzerland,denner
9249,"Pl. du Marché 1, 1020 Renens, Switzerland",Coop Supermarché Renens Centre,ChIJ13ta6qExjEcR8jXQAg4H2QI,4.1,526.0,46.5383151,6.5817448,True,,Pl. du Marché 1, 1020 Renens, Switzerland,coop
9250,"Rue du Simplon 27, 1020 Renens, Switzerland",Denner Express,ChIJfQMZAJ8xjEcRZRU3owP-ycs,4.6,13.0,46.5341274,6.5828709,True,,Rue du Simplon 27, 1020 Renens, Switzerland,denner
9251,"Pl. de la Gare 3, 1020 Renens, Switzerland",Coop Pronto,ChIJ53C4X6AxjEcRXOyemNCrJH4,3.8,129.0,46.5369992,6.5788927,True,,Pl. de la Gare 3, 1020 Renens, Switzerland,coop
9253,"Av. de Florissant 24, 1020 Renens, Switzerland",Denner Discount,ChIJQ8WPpbgxjEcRkO-1ZotCbbc,4.1,199.0,46.533264,6.598288399999999,True,,Av. de Florissant 24, 1020 Renens, Switzerland,denner
9256,"En Félezin, Einkaufszentrum MMM, 1032 Romanel-s-Lausanne, Switzerland",Denner Discount,ChIJz8g1NBwyjEcRAW19DHweij8,4.1,77.0,46.5592052,6.6120003,True,,En Félezin, Einkaufszentrum MMM, 1032 Romanel-s-Lausanne,denner
9257,"Rte de Neuchâtel 10, 1032 Romanel-sur-Lausanne, Switzerland",Denner Discount,ChIJzaYWCz8yjEcR56jrcrwJyu4,4.1,171.0,46.57342200000001,6.6059569,True,,Rte de Neuchâtel 10, 1032 Romanel-sur-Lausanne, Switzerland,denner
9264,"Av. du Grey 58, 1018 Lausanne, Switzerland",Denner Discount,ChIJ_TSFuN8xjEcR6F6waRx5yCQ,3.9,170.0,46.536184,6.6200588,True,,Av. du Grey 58, 1018 Lausanne, Switzerland,denner
9269,"Rue de la Gare 3, 1096 Cully, Switzerland",Coop Supermarché Cully,ChIJydQ3OpQojEcRiLOqKc8-jxk,3.8,117.0,46.4882179,6.728728599999999,True,,Rue de la Gare 3, 1096 Cully, Switzerland,coop
9271,"Restoroute de Lavaux Autoroute A9, 1091 Aran, Switzerland",SPAR express Lavaux,ChIJSx_0bNQpjEcR3UOJUl0k_GI,4.0,1.0,46.5050275,6.7096497,True,,Restoroute de Lavaux Autoroute A9, 1091 Aran, Switzerland,spar
9276,"Rue des Moulins 1, 1800 Vevey, Switzerland",Denner,ChIJVfSnF24im0cRB1y49oc-YQY,4.2,39.0,46.4645686,6.841769999999999,True,,Rue des Moulins 1, 1800 Vevey, Switzerland,denner
9318,"Rte de Reculan 1, 1024 Ecublens, Switzerland",Coop Pronto avec station-service Ecublens,ChIJn9BDTBUxjEcRNq6omco780g,4.2,147.0,46.5408796,6.555117999999999,True,,Rte de Reculan 1, 1024 Ecublens, Switzerland,coop
9322,"Centre Migros, route de Suisse 26, 1163 Etoy, Switzerland",Denner Discount,ChIJaxr6pfNHjEcRIKaEzW_sWGo,4.2,80.0,46.47388309999999,6.426219199999999,True,,Centre Migros, route de Suisse 26, 1163 Etoy,denner
9324,"Rte de Noyer-Girod 1, 1163 Etoy, Switzerland",Migrol Service avec carburants Shell,ChIJnfh-5hhHjEcRbH90AdSkW7w,0.0,0.0,46.4746781,6.4183996,True,,Rte de Noyer-Girod 1, 1163 Etoy, Switzerland,migro
9337,"Vortex BP 906, Rte de Praz Véguey 29, 1022 Chavannes-près-Renens, Switzerland","Le Vorace, épicerie locale et coopérative",ChIJ_0yF52MxjEcRLylP8WID1xo,4.3,6.0,46.5249597,6.574935399999999,False,,Vortex BP 906, Rte de Praz Véguey 29, 1022 Chavannes-près-Renens,coop
9369,"Rue de Lausanne 43, 1110 Morges, Switzerland",Coop Pronto avec station-service Morges,ChIJiTEooSI3jEcRNULezTgQYak,4.1,220.0,46.5156615,6.5039764,True,,Rue de Lausanne 43, 1110 Morges, Switzerland,coop
9375,"Rue de la Gare 2, 1162 Saint-Prex, Switzerland",Denner Discount,ChIJubTDZCQ4jEcRy4h4AbjY7WY,4.1,195.0,46.481674,6.456799999999999,True,,Rue de la Gare 2, 1162 Saint-Prex, Switzerland,denner
9377,"Rte de Morges 20, 1162 Saint-Prex, Switzerland",Coop Pronto avec station-service Saint-Prex,ChIJKc_LUCY4jEcRDmnouOcKwaA,4.2,200.0,46.485534,6.4601709,True,,Rte de Morges 20, 1162 Saint-Prex, Switzerland,coop
9385,"Rte de Cossonay 3, 1029 Villars-Sainte-Croix, Switzerland",Migrol Service avec carburants Shell,ChIJqxHl100zjEcRn6rzvx1dtwA,0.0,0.0,46.5669172,6.558786599999999,True,,Rte de Cossonay 3, 1029 Villars-Sainte-Croix, Switzerland,migro
9393,"1522 Lucens, Switzerland",LANDI Lucens Société coopérative,ChIJt5xO1RrWjUcRQm0cprl3CVg,5.0,1.0,46.7085184,6.8378728,True,,1522 Lucens, Switzerland,,coop
9396,"Rte d'Yvonand 8, 1522 Lucens, Switzerland",Denner Partner,ChIJDycFrhzWjUcRGAu-AqQWu-k,4.3,176.0,46.7085348,6.841393,False,,Rte d'Yvonand 8, 1522 Lucens, Switzerland,denner
9406,"Route de Lucens 8, 1536 Combremont-le-Petit, Switzerland",Société coopérative de fromagerie les Trois villages,ChIJbyjYRKDXjUcRG6luMWbB-z8,0.0,0.0,46.748994,6.8076559,,,Route de Lucens 8, 1536 Combremont-le-Petit, Switzerland,coop
9416,"Rte de Romont 25, 1670 Ursy, Switzerland",Denner Satellit,ChIJgVwNCfF_jkcRolK9tJuR39Q,4.2,167.0,46.6340634,6.8370224,False,,Rte de Romont 25, 1670 Ursy, Switzerland,denner
9422,"Rue de la Morâche 6, 1260 Nyon, Switzerland",Migros,ChIJ9UWxd9dCjEcR9yLc1v951Dc,4.1,503.0,46.3825894,6.234432700000001,True,,Rue de la Morâche 6, 1260 Nyon, Switzerland,migro
9423,"Imp. Champ-Colin 12, 1260 Nyon, Switzerland",migrolino,ChIJpzgTIyldjEcRjdvourXviL4,4.1,57.0,46.3839412,6.2213541,True,,Imp. Champ-Colin 12, 1260 Nyon, Switzerland,migro
9425,"Rue De La Morache 6, Centre commercial La Combe, 1260 Nyon, Switzerland",Denner Discount,ChIJfy4rnddCjEcRamQO6TM-2Uo,4.1,105.0,46.3829842,6.2347649,True,,Rue De La Morache 6, Centre commercial La Combe, 1260 Nyon,denner
