,Unnamed: 0,formatted_address,name,place_id,rating,user_ratings_total,geometry.location.lat,geometry.location.lng,opening_hours.open_now,permanently_closed,Street,commune,country,store_name,brand
28,83,"Dietlimoosplatz 1, 8134 Adliswil, Switzerland",ALDI SUISSE,ChIJNfdm5i2nmkcRADcuUzDZoAk,4.3,9.0,47.3221605,8.529346199999999,True,,Dietlimoosplatz 1,Adliswil, Switzerland,aldi,ALDI SUISSE
29,84,"Poststrasse 3, 8134 Adliswil, Switzerland",Coop Supermarkt Adliswil,ChIJqUHEGYqnmkcR-RTA1HL7U0s,4.1,394.0,47.3130391,8.525551799999999,True,,Poststrasse 3,Adliswil, Switzerland,coop,Coop Supermarkt Adliswil
30,85,"Waldegg CH, Zürcherstrasse 1, 8142 Uitikon, Switzerland",Coop Supermarkt Uitikon Waldegg,ChIJ7SJ3VA0JkEcR8riOqfBvUIg,4.4,126.0,47.36806499999999,8.4624693,True,,Waldegg CH,Uitikon, 8142 Uitikon,coop,Coop Supermarkt Uitikon Waldegg
31,86,"Albisriederstrasse 334, 8047 Zürich, Switzerland",Coop Supermarkt Zürich A-Park,ChIJe_dIMdcLkEcRAcqzjn6bRd8,4.0,403.0,47.3758681,8.487279899999999,True,,Albisriederstrasse 334,Zürich, Switzerland,coop,Coop Supermarkt Zürich A-Park
32,88,"Zürcherstrasse 8, 8142 Uitikon, Switzerland",Migros Supermarkt,ChIJCUfywF4JkEcRk_49-0QlaqM,4.3,193.0,47.3684463,8.4628667,True,,Zürcherstrasse 8,Uitikon, Switzerland,migro,Migros
33,89,"Zürcherstrasse 13a, 8903 Birmensdorf, Switzerland",Coop Supermarkt Birmensdorf,ChIJ0YCpYsoOkEcRNz3Ngc-ZFXg,4.2,278.0,47.3537676,8.4368392,True,,Zürcherstrasse 13a,Birmensdorf, Switzerland,coop,Coop Supermarkt Birmensdorf
34,95,"Zürcherstrasse 15, 8903 Birmensdorf, Switzerland",Migros Supermarkt,ChIJI8HnhsoOkEcRtrizPct-sG0,4.3,176.0,47.35429449999999,8.4367776,True,,Zürcherstrasse 15,Birmensdorf, Switzerland,migro,Migros
35,96,"Birmensdorferstrasse 484, 8055 Zürich, Switzerland",migrolino Triemli,ChIJVUL56IAJkEcRDXaPF7oDxp8,4.3,133.0,47.3685826,8.4966337,True,,Birmensdorferstrasse 484,Zürich, Switzerland,migro,migrolino Triemli
36,97,"In der Ey 85, 8047 Zürich, Switzerland",Coop Supermarkt Zürich Triemli,ChIJU5wHWdULkEcRVLrX-Y3gI88,4.3,239.0,47.3705382,8.4921778,True,,In der Ey 85,Zürich, Switzerland,coop,Coop Supermarkt Zürich Triemli
37,98,"Industriestrasse 1, 8903 Birmensdorf, Switzerland",migrolino Birmensdorf,ChIJ4Q2NTqUOkEcRdJ334CCgdqg,3.1,21.0,47.3654348,8.429675399999999,True,,Industriestrasse 1,Birmensdorf, Switzerland,migro,migrolino Birmensdorf
38,101,"Weinlandstrasse 4, 8451 Kleinandelfingen, Switzerland",Migros Supermarkt,ChIJ-XJOi0iDmkcRTJyNhPoG8oc,4.3,406.0,47.601979,8.6888684,True,,Weinlandstrasse 4,Kleinandelfingen, Switzerland,migro,Migros
39,102,"Schaffhauserstrasse 62, 8451 Kleinandelfingen, Switzerland",Coop Supermarkt Kleinandelfingen,ChIJj3Su00eDmkcREAUGuthcEC0,4.5,473.0,47.6030463,8.6884763,True,,Schaffhauserstrasse 62,Kleinandelfingen, Switzerland,coop,Coop Supermarkt Kleinandelfingen
40,110,"Schaffhauserstrasse 152, 8400 Winterthur, Switzerland",ALDI SUISSE,ChIJk1k5G5ebmkcRPdrapyCsS2Q,4.5,6.0,47.51863,8.7199086,True,,Schaffhauserstrasse 152,Winterthur, Switzerland,aldi,ALDI SUISSE
41,115,"Weiacherstrasse 1, 8422 Pfungen, Switzerland",Migros Supermarkt,ChIJeQU0niqcmkcRhE9IFLdrP-g,4.3,419.0,47.51748449999999,8.650216,True,,Weiacherstrasse 1,Pfungen, Switzerland,migro,Migros
42,117,"Strehlgasse 27, 8472 Seuzach, Switzerland",Coop Supermarkt Seuzach,ChIJB83py7ObmkcR0cDU2tbZSi0,4.2,191.0,47.5369484,8.7340807,True,,Strehlgasse 27,Seuzach, Switzerland,coop,Coop Supermarkt Seuzach
43,126,"Kaiserstuhlstrasse 51, 8154 Oberglatt, Switzerland",migrolino Oberglatt,ChIJU1epxu10kEcRJi-ynujBJkY,4.2,71.0,47.4764631,8.5051472,True,,Kaiserstuhlstrasse 51,Oberglatt, Switzerland,migro,migrolino Oberglatt
44,132,"Zollstrasse 54, 8212 Neuhausen am Rheinfall, Switzerland",Coop Supermarkt Neuhausen Schützengut,ChIJzY168jR_kEcReTkaXLpv0r0,4.1,165.0,47.68005160000001,8.6065653,True,,Zollstrasse 54,Neuhausen am Rheinfall, Switzerland,coop,Coop Supermarkt Neuhausen Schützengut
45,135,"Flughofstrasse 3, 8058 Kloten, Switzerland",Migros Supermarket Zurich Airport,ChIJ_SR38lZ1kEcReSR9696npIg,4.5,1727.0,47.4493704,8.562636099999999,True,,Flughofstrasse 3,Kloten, Switzerland,migro,Migros
46,143,"Schaffhauserstrasse 110, 8180 Bülach, Switzerland",Coop Supermarkt Bülach im Guss,ChIJxQDDhAt3kEcRjRB4zcTy244,4.3,185.0,47.5266542,8.5361403,True,,Schaffhauserstrasse 110,Bülach, Switzerland,coop,Coop Supermarkt Bülach im Guss
47,147,"Winterthurstrasse 17, 8413 Neftenbach, Switzerland",Coop Supermarkt Neftenbach,ChIJQdvY1LCbmkcRNFzarb2-edQ,4.4,191.0,47.526162,8.668973,True,,Winterthurstrasse 17,Neftenbach, Switzerland,coop,Coop Supermarkt Neftenbach
48,149,"Bahnhofstrasse 28, 8180 Bülach, Switzerland",Migros Supermarkt,ChIJL1HalNR1kEcRlEs74Z8YHFg,4.1,613.0,47.5211111,8.54,True,,Bahnhofstrasse 28,Bülach, Switzerland,migro,Migros
49,150,"Bülacherstrasse 17, 8424 Embrach, Switzerland",Migros Supermarkt,ChIJwcIxRhuemkcRfGPmJWIKkIE,4.3,404.0,47.5101625,8.5915443,True,,Bülacherstrasse 17,Embrach, Switzerland,migro,Migros
50,151,"Dorfstrasse 138, 8424 Embrach, Switzerland",Coop Supermarkt Embrach,ChIJW-5yMgWemkcRWwYcMHt7e2I,4.2,366.0,47.5109947,8.594256699999999,True,,Dorfstrasse 138,Embrach, Switzerland,coop,Coop Supermarkt Embrach
51,156,"Tössallmend 2a, 8413 Neftenbach, Switzerland",Lidl,ChIJCUeaD7-dmkcRJcVLgjGurn4,0.0,0.0,47.51926,8.65762,,,Tössallmend 2a,Neftenbach, Switzerland,lidl,Lidl
52,160,"Schützenstrasse 40, 8245 Feuerthalen, Switzerland",Coop Feuerthalen,ChIJSURXfeaBmkcRPSjM4uIUcOA,4.7,20.0,47.6905503,8.648743699999999,True,,Schützenstrasse 40,Feuerthalen, Switzerland,coop,Coop Feuerthalen
53,163,"Bahnhofstrasse 56/58, 8200 Schaffhausen, Switzerland",Migros Supermarkt,ChIJQ47j22Z_kEcRXUwFnCg4QI8,4.3,524.0,47.6987877,8.6340494,True,,Bahnhofstrasse 56/58,Schaffhausen, Switzerland,migro,Migros
54,173,"Schützenstrasse 30, 8245 Feuerthalen, Switzerland",Coop Supermarkt Feuerthalen Rhymarkt,ChIJ2wmzkeaBmkcRkMYKJwvUPjw,4.5,949.0,47.6906462,8.646801199999999,True,,Schützenstrasse 30,Feuerthalen, Switzerland,coop,Coop Supermarkt Feuerthalen Rhymarkt
55,174,"Fronwagpl. 1, 8201 Schaffhausen, Switzerland",Coop Supermarkt Schaffhausen Fronwagplatz,ChIJrx7HUGd_kEcR3u5vLjoYip4,4.1,256.0,47.69634749999999,8.633765,True,,Fronwagpl. 1,Schaffhausen, Switzerland,coop,Coop Supermarkt Schaffhausen Fronwagplatz
56,175,"Hauptstrasse 29, 8246 Feuerthalen, Switzerland",Coop Pronto Shop mit Tankstelle Langwiesen,ChIJCRwgq5KBmkcRvM4vFsnKQn4,4.4,176.0,47.6842878,8.6602858,True,,Hauptstrasse 29,Feuerthalen, Switzerland,coop,Coop Pronto Shop mit Tankstelle Langwiesen
57,178,"Bahnhofstrasse 29, 8200 Schaffhausen, Switzerland",Coop Pronto Shop Schaffhausen Bahnhof,ChIJdefwGmd_kEcR_I1n2Ga_Zc4,4.3,111.0,47.69814150000001,8.632686,True,,Bahnhofstrasse 29,Schaffhausen, Switzerland,coop,Coop Pronto Shop Schaffhausen Bahnhof
58,179,"Schwertstrasse 4, 8200 Schaffhausen, Switzerland",migrolino fresh Schaffhausen,ChIJA6JLFWd_kEcRIRQO86nQ2ZM,4.5,52.0,47.6973126,8.6329139,True,,Schwertstrasse 4,Schaffhausen, Switzerland,migro,migrolino fresh Schaffhausen
59,181,"Dürstlingweg 2, 8203 Schaffhausen, Switzerland",Migros Supermarkt,ChIJaVLHVsOBmkcRjCMbvLjR1Zc,4.4,203.0,47.6991032,8.654574799999999,True,,Dürstlingweg 2,Schaffhausen, Switzerland,migro,Migros
60,182,"In Gruben 1, 8200 Schaffhausen, Switzerland",Coop Supermarkt Schaffhausen Gruben,ChIJEQrnUtiBmkcRE9aikbPizYc,4.2,289.0,47.7027412,8.6459231,True,,In Gruben 1,Schaffhausen, Switzerland,coop,Coop Supermarkt Schaffhausen Gruben
61,183,"Mühlenstrasse 96, 8200 Schaffhausen, Switzerland",migrolino Schaffhausen Rheinfall,ChIJa94On0N_kEcRvpeQS9H8Cvk,4.4,36.0,47.6927748,8.6233807,True,,Mühlenstrasse 96,Schaffhausen, Switzerland,migro,migrolino Schaffhausen Rheinfall
62,185,"Rietstrasse 169, 8200 Schaffhausen, Switzerland",Coop Supermarkt Schaffhausen Riet,ChIJX7NrDhN_kEcRi2PvJFX4YKQ,4.1,147.0,47.703973,8.6155466,True,,Rietstrasse 169,Schaffhausen, Switzerland,coop,Coop Supermarkt Schaffhausen Riet
63,188,"Poststrasse 9, 8212 Neuhausen am Rheinfall, Switzerland",Coop Supermarkt Neuhausen Posthof,ChIJKZpgkE5_kEcREbHzNGlsgxg,4.3,336.0,47.6826987,8.6198144,True,,Poststrasse 9,Neuhausen am Rheinfall, Switzerland,coop,Coop Supermarkt Neuhausen Posthof
64,189,"Grubenstrasse 80, 8200 Schaffhausen, Switzerland",migrolino Schaffhausen Grubenstrasse,ChIJ0SfoVNiBmkcRbz0YDd0IJ7c,4.1,29.0,47.7030853,8.6454819,True,,Grubenstrasse 80,Schaffhausen, Switzerland,migro,migrolino Schaffhausen Grubenstrasse
65,190,"Schaffhauserstrasse 38, 8212 Neuhausen am Rheinfall, Switzerland",migrolino Neuhausen Rheinfall,ChIJO0f8c09_kEcR1nesjKoQbSE,4.3,59.0,47.68611569999999,8.6214897,True,,Schaffhauserstrasse 38,Neuhausen am Rheinfall, Switzerland,migro,migrolino Neuhausen Rheinfall
66,194,"Industriestrasse 4, 8424 Embrach, Switzerland",ALDI SUISSE,ChIJJYCjOwaemkcRJP39a21itG0,4.1,582.0,47.5164998,8.594326299999999,True,,Industriestrasse 4,Embrach, Switzerland,aldi,ALDI SUISSE
67,195,"Schaffhauserstrasse 39, 8193 Eglisau, Switzerland",migrolino Eglisau,ChIJPSOMLDF3kEcR3XUwsuQU9Hs,4.3,122.0,47.5807555,8.516040499999999,True,,Schaffhauserstrasse 39,Eglisau, Switzerland,migro,migrolino Eglisau
68,199,"Vordergasse 69, 8200 Schaffhausen, Switzerland",Coop City Schaffhausen,ChIJl5gKrGB_kEcRAPHfwFty-Mk,4.2,282.0,47.6962488,8.634637,True,,Vordergasse 69,Schaffhausen, Switzerland,coop,Coop City Schaffhausen
69,207,"Lindenplatz 1, 8408 Winterthur, Switzerland",Migros Supermarkt,ChIJu1rzgVeZmkcRQJs-nnxbvvY,4.0,172.0,47.51071,8.6938857,True,,Lindenplatz 1,Winterthur, Switzerland,migro,Migros
70,208,"Wülflingerstrasse 271, 8408 Winterthur, Switzerland",Coop Supermarkt Winterthur Wülflingen,ChIJLSLQCFeZmkcRHGtQtw2QeN0,4.3,557.0,47.510287,8.6917027,True,,Wülflingerstrasse 271,Winterthur, Switzerland,coop,Coop Supermarkt Winterthur Wülflingen
71,209,"u. Vogelsangstrasse 4, 8400 Winterthur, Switzerland",foodcoop winterthur,ChIJMXaQ6HaZmkcRgz2bdryBLIE,5.0,1.0,47.4979011,8.7225814,True,,u. Vogelsangstrasse 4,Winterthur, Switzerland,coop,foodcoop winterthur
72,210,"Bahnhofpl. 9, 8400 Winterthur, Switzerland",Coop to go Unterführung Nord,ChIJs0NE0y2ZmkcRrlc9v59p2FY,2.0,3.0,47.5008321,8.7242771,True,,Bahnhofpl. 9,Winterthur, Switzerland,coop,Coop to go Unterführung Nord
73,211,"Bahnhofpl. 3, 8400 Winterthur, Switzerland",Coop Supermarkt City Winterthur Food,ChIJ65e6LzmZmkcR13w6xzK2uX8,1.7,3.0,47.4993784,8.7235009,True,,Bahnhofpl. 3,Winterthur, Switzerland,coop,Coop Supermarkt City Winterthur Food
74,213,"Wülflingerstrasse 393A, 8408 Winterthur, Switzerland",Migrolino Winterthur Wülflingen,ChIJAb7RTACcmkcR1henexpPchM,4.2,48.0,47.51578019999999,8.6800617,True,,Wülflingerstrasse 393A,Winterthur, Switzerland,migro,Migrolino Winterthur Wülflingen
75,233,"Guggenbühlstrasse 6, 8404 Winterthur, Switzerland",ALDI SUISSE,ChIJe91O40SbmkcRYtiwjF2JDHg,4.3,18.0,47.5109807,8.7592526,True,,Guggenbühlstrasse 6,Winterthur, Switzerland,aldi,ALDI SUISSE
76,235,"Sulzerallee 54, 8404 Winterthur, Switzerland",Migros-Supermarkt - teo Neuhegi,ChIJx1N56eqZmkcRKiBtwcvz_y8,5.0,20.0,47.5021268,8.7632312,True,,Sulzerallee 54,Winterthur, Switzerland,migro,Migros
77,241,"Kaltenbacherstrasse 32, 8260 Stein am Rhein, Switzerland",Coop Supermarkt Stein am Rhein,ChIJLQbylDaPmkcRFJnrjktiN-I,4.2,306.0,47.6530618,8.853229899999999,True,,Kaltenbacherstrasse 32,Stein am Rhein, Switzerland,coop,Coop Supermarkt Stein am Rhein
78,248,"Grabenstrasse 6, 8184 Bachenbülach, Switzerland",Coop Supermarkt Bachenbülach Provisorium,ChIJUU0mqH11kEcRg9rM05fq3ww,4.3,1009.0,47.5058927,8.541820099999999,True,,Grabenstrasse 6,Bachenbülach, Switzerland,coop,Coop Supermarkt Bachenbülach Provisorium
79,249,"Grabenstrasse 5, 8184 Bachenbülach, Switzerland",ALDI SUISSE,ChIJwwkq68l1kEcRQB5lxBZHhRc,4.1,404.0,47.5053705,8.5404533,True,,Grabenstrasse 5,Bachenbülach, Switzerland,aldi,ALDI SUISSE
80,250,"Feldstrasse 89, 8180 Bülach, Switzerland",Lidl Schweiz,ChIJg3rZ9st1kEcRV3c2JEyny8k,4.1,243.0,47.50932,8.54092,True,,Feldstrasse 89,Bülach, Switzerland,lidl,Lidl Schweiz
81,251,"Feldstrasse 85, 8180 Bülach, Switzerland",Migros Supermarkt,ChIJg3rZ9st1kEcRl5-ib415Q4E,4.3,648.0,47.5094771,8.5400268,True,,Feldstrasse 85,Bülach, Switzerland,migro,Migros
82,252,"Zürichstrasse 57, 8180 Bülach, Switzerland",migrolino Bülach,ChIJ_znT_c51kEcR6TvJeX2QxC0,4.2,164.0,47.5114707,8.5443906,True,,Zürichstrasse 57,Bülach, Switzerland,migro,migrolino Bülach
83,260,"Breitistrasse 32, 8303 Bassersdorf, Switzerland",Coop Supermarkt Bassersdorf,ChIJTf5GnmSfmkcREROtuUgRo2s,4.0,291.0,47.44264949999999,8.6309054,True,,Breitistrasse 32,Bassersdorf, Switzerland,coop,Coop Supermarkt Bassersdorf
84,261,"Baltenswilerstrasse 5, 8303 Bassersdorf, Switzerland",Migros Supermarkt,ChIJHYcv3GOfmkcRqbqL3O0XZyI,4.3,397.0,47.44250539999999,8.6293878,True,,Baltenswilerstrasse 5,Bassersdorf, Switzerland,migro,Migros
85,271,"Schaffhauserstrasse 134, 8152 Opfikon, Switzerland",ALDI,ChIJUcTRZQOgmkcRB-q2a1RQAyU,4.3,623.0,47.4388341,8.572387899999999,True,,Schaffhauserstrasse 134,Opfikon, Switzerland,aldi,ALDI
86,272,"Schaffhauserstrasse 124, 8152 Opfikon, Switzerland",Coop Supermarkt Glattbrugg,ChIJMbmY4gWgmkcRpormKuSjyTs,4.2,338.0,47.434406,8.5669088,True,,Schaffhauserstrasse 124,Opfikon, Switzerland,coop,Coop Supermarkt Glattbrugg
87,273,"Schaffhauserstrasse 165, 8302 Kloten, Switzerland",Lidl,ChIJUcR7g--fmkcR-eAZgZ5IL-w,4.1,828.0,47.45470330000001,8.579192899999999,True,,Schaffhauserstrasse 165,Kloten, Switzerland,lidl,Lidl
88,275,"Schaffhauserstrasse 146, 8302 Kloten, Switzerland",Coop Supermarkt Kloten Center,ChIJr_ZCxe-fmkcRh37iFVYQej8,3.9,200.0,47.45316160000001,8.5810155,True,,Schaffhauserstrasse 146,Kloten, Switzerland,coop,Coop Supermarkt Kloten Center
89,284,"Bahnhofstrasse 41, 8305 Dietlikon, Switzerland",Coop Supermarkt Dietlikon Bahnhofstrasse,ChIJOVja0cehmkcRJuFjqwDQZSc,4.2,161.0,47.421899,8.6186747,True,,Bahnhofstrasse 41,Dietlikon, Switzerland,coop,Coop Supermarkt Dietlikon Bahnhofstrasse
90,285,"Industriestrasse 28, 8305 Dietlikon, Switzerland",Coop Supermarkt Dietlikon Center,ChIJZ5SDq7uhmkcRUtEuYbTkGEQ,4.4,1580.0,47.4132653,8.6189685,True,,Industriestrasse 28,Dietlikon, Switzerland,coop,Coop Supermarkt Dietlikon Center
91,287,"Industriestrasse 31, 8305 Dietlikon, Switzerland",ALDI,ChIJD8TXkrqhmkcRBlobz2Vpk3s,4.1,376.0,47.4122774,8.619218199999999,True,,Industriestrasse 31,Dietlikon, Switzerland,aldi,ALDI
92,288,"Pappelstrasse 2, 8305 Dietlikon, Switzerland",Migros Supermarkt,ChIJJSTqmbihmkcRflU3ZYYo39A,4.2,211.0,47.419151,8.621642,True,,Pappelstrasse 2,Dietlikon, Switzerland,migro,Migros
93,289,"Neue Winterthurerstrasse 15, 8305 Dietlikon, Switzerland",migrolino Dietlikon,ChIJp6iB37uhmkcRhGVvOdlzkkI,4.2,5.0,47.4148809,8.6201732,True,,Neue Winterthurerstrasse 15,Dietlikon, Switzerland,migro,migrolino Dietlikon
94,291,"Neue Winterthurerstrasse 2, 8304 Wallisellen, Switzerland",Lidl,ChIJK6o9b7ChmkcRPkyS4i6sGk0,4.1,680.0,47.41237719999999,8.613654499999999,True,,Neue Winterthurerstrasse 2,Wallisellen, Switzerland,lidl,Lidl
95,292,"Erlenweg 1, 8305 Dietlikon, Switzerland",Coop Pronto Shop mit Tankstelle Dietlikon,ChIJV-l1YLqhmkcRj0Q2GJoMDlg,4.3,150.0,47.4128213,8.616909399999999,True,,Erlenweg 1,Dietlikon, Switzerland,coop,Coop Pronto Shop mit Tankstelle Dietlikon
96,296,"Bahnhofpl. 2, 8304 Wallisellen, Switzerland",Coop Supermarkt Wallisellen Bahnhofplatz,ChIJyU1Gvk-gmkcRWl0AbaYLbV4,4.1,594.0,47.4130775,8.592942599999999,True,,Bahnhofpl. 2,Wallisellen, Switzerland,coop,Coop Supermarkt Wallisellen Bahnhofplatz
97,297,"Bahnhofstrasse 30, 8304 Wallisellen, Switzerland",Migros Supermarkt,ChIJqz16kk-gmkcROqUWxEBuX_w,4.0,208.0,47.4135911,8.5918598,True,,Bahnhofstrasse 30,Wallisellen, Switzerland,migro,Migros
