,unique_id,osmid,element_type,brand,brand:wikidata,brand:wikipedia,cash_withdrawal,cash_withdrawal:fee,cash_withdrawal:purchase_required,cash_withdrawal:type,name,opening_hours,operator,shop,wheelchair,geometry,bus,highway,public_transport,addr:city,addr:country,addr:postcode,addr:street,toilets:wheelchair,addr:suburb,contact:phone,nodes,building,addr:housename,addr:housenumber,branch,phone,alt_name,website,check_date:opening_hours,organic,source,wheelchair:description,level,opening_hours:covid19,post_box:location,payment:twint,kids_area,internet_access,internet_access:fee,description,emergency,emergency:phone,building:levels,delivery:covid19,indoor,room,source:opening_hours,takeaway,addr:place,check_date,entrance,start_date,amenity,capacity,fee,parking,access,operator:wikidata,name:en,layer,building:material,payment:cash,payment:credit_cards,payment:debit_cards,roof:colour,building:roof,payment:postfinance_card,surface,capacity:disabled,maxstay,roof:shape,roof:levels,park_ride,supervised,wikidata,lit,disused:shop,fixme,operator:type,payment:contactless,toilets,payment:coins,payment:notes,payment:telephone_cards,landuse,toilets:access,name:it,payment:maestro,smoking
48,way/609946515,609946515,way,Migros,Q680727,de:Migros,,,,,Migros,"Mo-Th 08:00-19:00, Fr 08:00-21:00, Sa 08:00-17:00; PH off; Nov 1 off",Genossenschaft Migros Luzern,supermarket,,"POLYGON ((8.4785219 47.1919267, 8.4785574 47.1919391, 8.4786093 47.1918707, 8.4787057 47.1917435, 8.4785888 47.1917026, 8.4788207 47.1913968, 8.4776235 47.1909774, 8.4772949 47.1914107, 8.4774656 47.1914708, 8.4776022 47.1915183, 8.4775154 47.1916325, 8.477571 47.1916522, 8.4777322 47.1917086, 8.4777897 47.1917288, 8.4778593 47.191637, 8.4781585 47.1917418, 8.4780889 47.1918336, 8.4781777 47.1918647, 8.4782359 47.1918851, 8.4784868 47.1919729, 8.4785219 47.1919267))",,,,Steinhausen,,6312,Hinterbergstrasse,,,,"[5768585101, 5768585100, 5768585114, 655312409, 655312406, 6900205307, 6900205306, 5768585088, 5768585090, 9404536796, 5768585094, 5768585096, 5768585098, 5776911393, 5776911392, 5776911391, 5776911390, 5768585113, 5768585116, 5768585102, 5768585101]",,,40,Steinhausen Zugerland,,Migros Zugerland (MMM),https://filialen.migros.ch/de/migros-supermarkt-steinhausen-zugerland,,yes,,,1,same,,,,,,,,,,no,room,shop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,node/48932835,48932835,node,Migros,Q680727,de:Migros,,,,,Migros,Mo-Sa 08:00-21:00; PH off,Genossenschaft Migros Zürich,supermarket,yes,POINT (8.522895 47.37502),,,,Zürich,,8004,Wengistrasse,,,,,,,7,Zürich Wengihof,,Migros Wengihof,https://filialen.migros.ch/de/migros-supermarkt-zuerich-wengihof,,,,,0,,,,,,,,,,,,,,survey,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,node/70656488,70656488,node,Migros,Q680727,,migros_bank;postfinance_card,no,no,checkout,Migros,"Mo-Fr 07:30-20:00, Sa 08:00-18:00; PH off",Genossenschaft Migros Ostschweiz,supermarket,yes,POINT (8.7064484 47.4918744),,,,Winterthur,,8406,Zürcherstrasse,,,,,,,102,Winterthur Töss,,Migros Töss,https://filialen.migros.ch/de/migros-supermarkt-winterthur-toess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,node/83330862,83330862,node,Migros,Q680727,en:Migros,,,,,Migros,Mo-Sa 07:30-21:00; PH off,Genossenschaft Migros Zürich,supermarket,yes,POINT (8.5299814 47.3447487),,,,Zürich,CH,8038,Etzelstrasse,,,,,,,3,Zürich Wollishofen,,Migros Wollishofen (MM),https://filialen.migros.ch/de/migros-supermarkt-zuerich-wollishofen,2022-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,node/119249170,119249170,node,Migros,Q680727,de:Migros,,,,,Migros,Mo-Sa 09:00-20:00; PH off,Genossenschaft Migros Zürich,supermarket,yes,POINT (8.5361073 47.3752549),,,,Zürich,CH,8001,Löwenstrasse,,,,,,,31-35,Zürich City,,Migros City (MMM),https://filialen.migros.ch/de/migros-supermarkt-zuerich-city,,,,,2;3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,node/246533376,246533376,node,Migros,Q680727,,,,,,Migros,"Mo-Fr 08:30-20:00, Sa 08:00-18:00; PH off",Genossenschaft Migros Ostschweiz,supermarket,,POINT (8.720071 47.5189532),,,,Winterthur,,8400,Schaffhauserstrasse,,,,,,,152,Winterthur Rosenberg,,Migros Rosenberg (MM),https://filialen.migros.ch/de/migros-supermarkt-winterthur-rosenberg,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,node/262400822,262400822,node,Migros,Q680727,de:Migros,,,,,Migros,"Mo-Fr 06:30-22:00; PH,Sa-Su 08:00-22:00",Genossenschaft Migros Zürich,supermarket,,POINT (8.5309446 47.3640724),,,,Zürich,CH,8002,Tessinerplatz,,,,,,,10,Zürich Enge Bahnhof,,Migros Bahnhof Enge,https://filialen.migros.ch/de/migros-supermarkt-zuerich-bahnhof-enge,2022-02-01,,,,,,,,,,,,,,,,,,,,Bahnhof Enge,2022-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,node/264065177,264065177,node,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,Mo-Sa 07:00-20:00; PH off,Genossenschaft Migros Zürich,supermarket,limited,POINT (8.5918701 47.4135249),,,,Wallisellen,CH,8304,Bahnhofstrasse,,,,,,,30,Wallisellen,,Migros Wallisellen,https://filialen.migros.ch/de/migros-supermarkt-wallisellen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,node/266914642,266914642,node,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,Mo-Sa 08:00-20:00; PH off,Genossenschaft Migros Zürich,supermarket,yes,POINT (8.5972571 47.2603539),,,,Horgen,,8810,Alte Landstrasse,,,,,,,24,Horgen Schinzenhof,,Migros Horgen (MM),https://filialen.migros.ch/de/migros-supermarkt-horgen-schinzenhof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,node/267346993,267346993,node,Migros,Q680727,de:Migros,,,,,Migros,Mo-Sa 07:30-20:00; PH off,Genossenschaft Migros Zürich,supermarket,yes,POINT (8.5314709 47.3855977),,,,Zürich,CH,8005,Limmatstrasse,,,,,,,152,Zürich Limmatplatz,,Migros Limmatplatz (MMM),https://filialen.migros.ch/de/migros-supermarkt-zuerich-limmatplatz,2022-10-06,,,,-1,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,node/269050379,269050379,node,Migros,Q680727,de:Migros,,,,,Migros,Mo-Sa 08:00-20:00; PH off,Genossenschaft Migros Zürich,supermarket,yes,POINT (8.7132591 47.3544624),,,,Uster,,8610,Winterthurerstrasse,yes,,,,,,18,Uster West,,Migros Uster West,https://filialen.migros.ch/de/migros-supermarkt-uster-west,2021-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,node/270958272,270958272,node,Migros,Q680727,de:Migros,,,,,Migros,Mo-Sa 07:30-20:00; PH off,Genossenschaft Migros Zürich,supermarket,yes,POINT (8.5540739 47.3583667),,,,Zürich,CH,8008,Seefeldstrasse,,,,,,,111-113,Zürich Höschgasse,,Migros Höschgasse,https://filialen.migros.ch/de/migros-supermarkt-zuerich-hoeschgasse,2022-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,node/271028298,271028298,node,Migros,Q680727,de:Migros,,,,,Migros,"Mo-Fr 07:00-20:00, Sa 08:00-20:00; PH off",Genossenschaft Migros Zürich,supermarket,yes,POINT (8.5480408 47.3656781),,,,Zürich,,8008,Falkenstrasse,,,,,,,19-21,Zürich Stadelhofen,,Migros Stadelhofen,https://filialen.migros.ch/de/migros-supermarkt-zuerich-stadelhofen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,node/271029206,271029206,node,Migros,Q680727,de:Migros,,,,,Migros,Mo-Sa 08:00-20:00; PH off,Genossenschaft Migros Zürich,supermarket,yes,POINT (8.5538464 47.3645956),,,,Zürich,,8032,Kreuzplatz,,,,,,,20,Zürich Kreuzplatz,,Migros Kreuzplatz (MM),https://filialen.migros.ch/de/migros-supermarkt-zuerich-kreuzplatz,2022-10-17,,,,0;1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,node/273942728,273942728,node,Migros,Q680727,de:Migros,,,,,Migros,Mo-Sa 08:00-20:00; PH off,Genossenschaft Migros Zürich,supermarket,yes,POINT (8.5713693 47.3576104),,,,Zürich,CH,8008,Forchstrasse,,,,,,,260,Zürich Burgwies,,Migros Burgwies,https://filialen.migros.ch/de/migros-supermarkt-zuerich-burgwies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,node/298540226,298540226,node,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,"Mo-Fr 08:00-20:00, Sa 08:00-18:00; PH off",Genossenschaft Migros Zürich,supermarket,,POINT (8.5377603 47.2913031),,,,Langnau am Albis,,8135,Hintere Grundstrasse,,,,,,,2,Langnau am Albis,,Migros Langnau a.A.,https://filialen.migros.ch/de/migros-supermarkt-langnau-a-a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,node/298540370,298540370,node,Migros,Q680727,en:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,Mo-Sa 07:30-20:00; PH off,Genossenschaft Migros Zürich,supermarket,,POINT (8.5639941 47.2942957),,,,Thalwil,,8800,Alte Landstrasse,,,,,,,130,Thalwil,,Migros Thalwil (MM),https://filialen.migros.ch/de/migros-supermarkt-thalwil,2021-10-30,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,node/300332412,300332412,node,Migros,Q680727,en:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,Mo-Sa 08:00-20:00; PH off,Genossenschaft Migros Zürich,supermarket,yes,POINT (8.6410653 47.3738098),,,,Fällanden,,8117,Unterdorfstrasse,,,,,,,2,Fällanden,,Migros Fällanden,https://filialen.migros.ch/de/migros-supermarkt-faellanden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,node/301656130,301656130,node,Migros,Q680727,,migros_bank;postfinance_card,no,no,checkout,Migros,"Mo-Fr 08:00-20:00, Sa 08:00-19:00; PH off",Genossenschaft Migros Ostschweiz,supermarket,yes,POINT (8.7809413 47.3685372),,,,Pfäffikon ZH,CH,8330,Turmstrasse,,,,,,,9,Pfäffikon ZH,+41 43 288 63 11,Migros Pfäffikon ZH (MM),https://filialen.migros.ch/de/migros-supermarkt-pfaeffikon-zh,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,node/303310841,303310841,node,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,"Mo-Fr 08:00-20:00, Sa 08:00-19:00; PH off",Genossenschaft Migros Ostschweiz,supermarket,yes,POINT (8.8775826 47.3679847),,,,Bauma,,8494,Heinrich Gujerstrasse,,,,,,,10,Bauma,+41-52-3965411,Migros Bauma,https://filialen.migros.ch/de/migros-supermarkt-bauma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,node/310133197,310133197,node,Migros,Q680727,de:Migros,,,,,Migros,Mo-Sa 08:00-20:00; PH off,Genossenschaft Migros Zürich,supermarket,yes,POINT (8.548286 47.4195222),,,,Zürich,CH,8052,Schaffhauserstrasse,,,,,,,470,Zürich Seebach,,Migros Seebach (MM),https://filialen.migros.ch/de/migros-supermarkt-zuerich-seebach,,,,,0,,,,,,,,,,,,,,,,,2022-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,node/310859990,310859990,node,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,"Mo-Fr 08:00-19:00, Sa 08:00-18:00; PH off",Genossenschaft Migros Zürich,supermarket,yes,POINT (8.4852371 47.4799969),,,,Niederhasli,,8155,Dorfstrasse,,,,,,,20,Niederhasli,,Migros Niederhasli,https://filialen.migros.ch/de/migros-supermarkt-niederhasli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,node/312838980,312838980,node,Migros,Q680727,de:Migros,,,,,Migros,Mo-Sa 08:00-21:00; PH off,Genossenschaft Migros Zürich,supermarket,yes,POINT (8.5087992 47.3791999),,,,Zürich,,8004,Badenerstrasse,,,,,,,376,Zürich Albisriederplatz,,Migros Albisriederplatz,https://filialen.migros.ch/de/migros-supermarkt-zuerich-albisriederplatz,2022-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,node/321361643,321361643,node,Migros,Q680727,de:Migros,,,,,Migros,Mo-Sa 07:30-21:00; PH off,Genossenschaft Migros Zürich,supermarket,yes,POINT (8.5384284 47.3925525),,,,Zürich,,8057,Schaffhauserstrasse,,,,,,,75,Zürich Schaffhauserplatz,,Migros Schaffhauserplatz,https://filialen.migros.ch/de/migros-supermarkt-zuerich-schaffhauserplatz,2022-09-02,,,,,,,,,,,,,,,,,,,,,,,14.09.1929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,node/352860119,352860119,node,Migros,Q680727,de:Migros,,,,,Migros,Mo-Sa 07:30-21:00; PH off,Genossenschaft Migros Zürich,supermarket,yes,POINT (8.5200924 47.3701218),,,,Zürich,,8003,Birmensdorferstrasse,,,,,,,140,Zürich Schmiede Wiedikon,,Migros Schmiede Wiedikon,https://filialen.migros.ch/de/migros-supermarkt-zuerich-schmiede-wiedikon,2022-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,node/354543032,354543032,node,Migros,Q680727,de:Migros,,,,,Migros,Mo-Sa 08:00-20:00; PH off,Genossenschaft Migros Zürich,supermarket,yes,POINT (8.7151342 47.349994),,,,Uster,,8610,Zürichstrasse,,,,,,,20,Uster Illuster,,Migros Illuster (MMM),https://filialen.migros.ch/de/migros-supermarkt-uster-illuster,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,node/450879978,450879978,node,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,Mo-Sa 08:00-20:00; PH off,Genossenschaft Migros Zürich,supermarket,yes,POINT (8.4538088 47.2783381),,,,Affoltern am Albis,,8910,Oberdorfstrasse,,,,,,,4,Affoltern am Albis,,Migros Affoltern a.A. (MM),https://filialen.migros.ch/de/migros-supermarkt-affoltern-a-a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,node/451720086,451720086,node,Migros,Q680727,en:Migros,,,,,Migros,Mo-Sa 08:00-20:00; PH off,Genossenschaft Migros Zürich,supermarket,yes,POINT (8.5173007 47.3580599),,,,Zürich,CH,8045,Giesshübelstrasse,,,,,,,65,Zürich Brunaupark,,Migros Brunaupark (MM),https://filialen.migros.ch/de/migros-supermarkt-zuerich-brunaupark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,node/452715384,452715384,node,Migros,Q680727,en:Migros,,,,,Migros,Mo-Sa 08:00-20:00; PH off,Genossenschaft Migros Zürich,supermarket,yes,POINT (8.5082174 47.4204198),,,,Zürich,CH,8046,Jonas-Furrer-Strasse,,,,,,,21,Zürich Affoltern,,Migros Affoltern (MM),https://filialen.migros.ch/de/migros-supermarkt-zuerich-affoltern,,,,,0;1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,node/457133149,457133149,node,Migros,Q680727,de:Migros,,,,,Migros,Mo-Sa 08:00-20:00; PH off,Genossenschaft Migros Zürich,supermarket,yes,POINT (8.5430953 47.4105711),,,,Zürich,CH,8050,Hofwiesenstrasse,,,,,,,350-354,Zürich Oerlikon Neumarkt,,Migros Oerlikon Neumarkt (MM),https://filialen.migros.ch/de/migros-supermarkt-zuerich-oerlikon-neumarkt,,,,,1,,,,,,,,,,,,,,,,Neumarkt Oerlikon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,node/471038991,471038991,node,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,"Mo-We 08:00-19:00; Th,Fr 08:00-20:00; Sa 08:00-19:00; PH off",Genossenschaft Migros Ostschweiz,supermarket,yes,POINT (8.685031 47.4286522),,,,Effretikon,,8307,Märtplatz,,,,,,,,Effretikon Effi-Märt,,Migros Effretikon (MM),https://filialen.migros.ch/de/migros-supermarkt-effretikon-effi-maert,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,node/480274029,480274029,node,Migros,Q680727,de:Migros,,,,,Migros,Mo-Sa 07:30-21:00; PH off,Genossenschaft Migros Zürich,supermarket,yes,POINT (8.5292465 47.3937084),,,,Zürich,,8037,Scheffelstrasse,,,,,,,3,Zürich Wipkingen,,Migros Wipkingen,https://filialen.migros.ch/de/migros-supermarkt-zuerich-wipkingen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,node/548919417,548919417,node,Migros,Q680727,,,,,,Migros,"Mo-Fr 07:30-20:00, Sa 08:00-18:00; PH off",Genossenschaft Migros Ostschweiz,supermarket,yes,POINT (8.7122083 47.5068626),,,,Winterthur,,8400,Wülflingerstrasse,,,,,,,71,Winterthur Blumenau,,Migros Blumenau,https://filialen.migros.ch/de/migros-supermarkt-winterthur-blumenau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,node/561017124,561017124,node,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,Mo-Sa 08:00-20:00; PH off,Genossenschaft Migros Zürich,supermarket,limited,POINT (8.6177326 47.3979838),,,,Dübendorf,,8600,Unterdorfstrasse,,,,,,,7,Dübendorf,,Migros Dübendorf (MM),https://filialen.migros.ch/de/migros-supermarkt-duebendorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,node/639144592,639144592,node,Migros,Q680727,en:Migros,,,,,Migros,Mo-Sa 08:00-20:00; PH off,Genossenschaft Migros Zürich,supermarket,yes,POINT (8.5730423 47.4037955),,,,Zürich,CH,8051,Winterthurerstrasse,,,,,,,524,Zürich Schwamendingen,,Migros Schwamendingen,https://filialen.migros.ch/de/migros-supermarkt-zuerich-schwamendingen,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,node/891896182,891896182,node,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,Mo-Sa 08:00-20:00; PH off,Genossenschaft Migros Zürich,supermarket,yes,POINT (8.6431507 47.3508913),,,,Ebmatingen,,8123,Zürichstrasse,no,,,,,,108,Ebmatingen,,Migros Ebmatingen,https://filialen.migros.ch/de/migros-supermarkt-ebmatingen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,node/995471959,995471959,node,Migros,Q680727,de:Migros,,,,,Migros,Mo-Sa 07:30-20:00; PH off,Genossenschaft Migros Zürich,supermarket,,POINT (8.5594679 47.3793846),,,,Zürich,CH,8044,Toblerstrasse,,,,,,,73,Zürich Toblerplatz,,Migros Toblerplatz,https://filialen.migros.ch/de/migros-supermarkt-zuerich-toblerplatz,,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,node/1234617599,1234617599,node,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,Mo-Sa 08:00-20:00; PH off,Genossenschaft Migros Zürich,supermarket,yes,POINT (8.4643849 47.4804478),,,,Dielsdorf,,8175,Ruchwiesenstrasse,,,,,,,2,Dielsdorf,+41 43 422 20 70,Migros Dielsdorf (MM),https://filialen.migros.ch/de/migros-supermarkt-dielsdorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,node/1328945987,1328945987,node,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,"Mo-We 08:00-19:00; Th,Fr 08:00-20:00; Sa 08:00-18:00; PH off",Genossenschaft Migros Ostschweiz,supermarket,yes,POINT (8.7627422 47.485289),,,,Winterthur,,8405,Hinterdorfstrasse,,,,,,,40,Winterthur Seen,,Migros Seen (MM),https://filialen.migros.ch/de/migros-supermarkt-winterthur-seen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,node/1409406549,1409406549,node,Migros,Q680727,de:Migros,,,,,Migros,Mo-Sa 08:00-20:00; PH off,Genossenschaft Migros Zürich,supermarket,,POINT (8.5856168 47.3592095),,,,Zürich,CH,8053,Witikonerstrasse,,,,,,,293,Zürich Witikon-Zentrum,,Migros Witikon (MM),https://filialen.migros.ch/de/migros-supermarkt-zuerich-witikon-zentrum,,,,,,,,,,,,,,,,,,,,,Zentrum Witikon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,node/1537138136,1537138136,node,,,,,,,,Migros,,,,yes,POINT (8.7811785 47.3689028),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,parking_entrance,150,yes,underground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,node/1608543461,1608543461,node,Migros,Q680727,en:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,Mo-Sa 08:00-20:00; PH off,Genossenschaft Migros Zürich,supermarket,,POINT (8.5249665 47.3112966),,,,Adliswil,,8134,Albisstrasse,,,,,,,10,Adliswil,,Migros Adliswil (MM),https://filialen.migros.ch/de/migros-supermarkt-adliswil,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,node/1702309790,1702309790,node,Migros,Q680727,de:Migros,,,,,Migros,Mo-Sa 08:00-20:00; PH off,Genossenschaft Migros Zürich,supermarket,yes,POINT (8.5084445 47.3702412),,,,Zürich,CH,8055,Birmensdorferstrasse,,,,,,Wiediker Markt,320,Zürich Wiedikon M-Märt,,Migros Wiedikon (MM),https://filialen.migros.ch/de/migros-supermarkt-zuerich-wiedikon-m-maert,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,node/1716179686,1716179686,node,Migros,Q680727,de:Migros,,,,,Migros,Mo-Sa 09:00-20:00; PH off,Genossenschaft Migros Zürich,supermarket,yes,POINT (8.5961649 47.4086853),,,,Wallisellen,CH,8301,Neue Winterthurerstrasse,,,,,,,99,Wallisellen Glattzentrum,,Migros Glattzentrum (MMM),https://filialen.migros.ch/de/migros-supermarkt-wallisellen-glattzentrum,,,,,-1;0;1,,,,,,,,,,,,,,,,Glattzentrum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,node/1733852562,1733852562,node,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,Mo-Sa 08:00-20:00; PH off,Genossenschaft Migros Zürich,supermarket,yes,POINT (8.5817962 47.4508486),,,,Kloten,,8302,Kirchgasse,,,,,,,5,Kloten,,Migros Kloten (MM),https://filialen.migros.ch/de/migros-supermarkt-kloten,2021-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q680727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,node/1835590613,1835590613,node,Migros,Q680727,de:Migros,,,,,Migros,Mo-Sa 08:00-20:00; PH off,Genossenschaft Migros Zürich,supermarket,,POINT (8.4974554 47.4038519),,,,Zürich,CH,8049,Regensdorferstrasse,,,,,,,20,Zürich Höngg,,Migros Höngg,https://filialen.migros.ch/de/migros-supermarkt-zuerich-hoengg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,node/1841363712,1841363712,node,Migros,Q680727,de:Migros,,,,,Migros,Mo-Sa 07:30-20:00; PH off,Genossenschaft Migros Zürich,supermarket,yes,POINT (8.5676371 47.4341523),,,,Glattbrugg,CH,8152,Wallisellerstrasse,,,,,,,8,Glattbrugg,,Migros Glattbrugg,https://filialen.migros.ch/de/migros-supermarkt-glattbrugg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,node/1873142602,1873142602,node,Migros,Q680727,en:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,Mo-Sa 08:00-20:00; PH off,Genossenschaft Migros Zürich,supermarket,yes,POINT (8.5374676 47.4507281),,,,Rümlang,,8153,Hofwisenstrasse,,,,,,,40a,Rümlang Hofwisen,+41 44 817 80 30,Migros Rümlang,https://filialen.migros.ch/de/migros-supermarkt-ruemlang-hofwisencenter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,node/1904401706,1904401706,node,Migros,Q680727,de:Migros,,,,,Migros,"Mo-Fr 08:00-20:00, Sa 08:00-18:00; PH off",Genossenschaft Migros Zürich,supermarket,,POINT (8.6794858 47.3677261),,,,Greifensee,,8606,,,,,,,,,Greifensee,,Migros Greifensee,https://filialen.migros.ch/de/migros-supermarkt-greifensee,,,,,,,,,,,,,,,,,,,,,Meierwis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,node/2102717803,2102717803,node,Migros,Q680727,,,,,,Migros,Mo-Fr 08:00-20:00; Sa 08:00-19:00; PH off,Genossenschaft Migros Ostschweiz,supermarket,yes,POINT (8.6885448 47.6017772),,,,Kleinandelfingen,,8451,Weinlandstrasse,,,,,,,4,Kleinandelfingen,,Migros Andelfingen,https://filialen.migros.ch/de/migros-supermarkt-andelfingen,2022-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
