,unique_id,osmid,element_type,brand,brand:wikidata,brand:wikipedia,cash_withdrawal,cash_withdrawal:fee,cash_withdrawal:purchase_required,cash_withdrawal:type,name,opening_hours,operator,shop,wheelchair,geometry,bus,highway,public_transport,addr:city,addr:country,addr:postcode,addr:street,toilets:wheelchair,addr:suburb,contact:phone,nodes,building,addr:housename,addr:housenumber,branch,phone,alt_name,website,check_date:opening_hours,organic,source,wheelchair:description,level,opening_hours:covid19,post_box:location,payment:twint,kids_area,internet_access,internet_access:fee,description,emergency,emergency:phone,building:levels,delivery:covid19,indoor,room,source:opening_hours,takeaway,addr:place,check_date,entrance,start_date,amenity,capacity,fee,parking,access,operator:wikidata,name:en,layer,building:material,payment:cash,payment:credit_cards,payment:debit_cards,roof:colour,building:roof,payment:postfinance_card,surface,capacity:disabled,maxstay,roof:shape,roof:levels,park_ride,supervised,wikidata,lit,disused:shop,fixme,operator:type,payment:contactless,toilets,payment:coins,payment:notes,payment:telephone_cards,landuse,toilets:access,name:it,payment:maestro,smoking
186,node/10177846010,10177846010,node,,,,,,,,Migros,,,,yes,POINT (9.2831567 47.3857081),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,parking_entrance,,yes,underground,yes,,,,,,,,,,,concrete,yes,,,,,,,yes,,,,,,,,,,,,,
187,node/10177846016,10177846016,node,Migros,Q680727,,,,,,Migros,,,supermarket,,POINT (9.2836242 47.3860409),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,way/38541254,38541254,way,Migros,Q680727,en:Migros,postfinance_card,no,no,checkout,Migros,,Migros Ostschweiz,supermarket,yes,"POLYGON ((9.4068107 47.3348611, 9.407718 47.3350783, 9.407755 47.3350069, 9.4078802 47.3350367, 9.4079939 47.3348159, 9.4072551 47.3346299, 9.4071443 47.3346043, 9.4070336 47.3345787, 9.4070207 47.3345769, 9.4069493 47.3347182, 9.4069014 47.3347072, 9.4068988 47.3347653, 9.4069218 47.3347708, 9.4069089 47.3347949, 9.406896 47.334819, 9.406836 47.3348049, 9.4068107 47.3348611))",,,,Appenzell,,9050,Zielstrasse,,,,"[456176147, 1726996030, 1726996024, 456176148, 456176149, 4197474294, 9011996691, 456176159, 9011996698, 9011996697, 9011996694, 9011996695, 9011996696, 9011996690, 9011996692, 9011996693, 456176147]",yes,,42,,,,,,,geodieste.ch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,way/89098006,89098006,way,Migros,Q680727,en:Migros,,,,,Migros,Mo-Fr 08:00-19:00; Sa 08:00-17:00,,supermarket,,"POLYGON ((9.2497137 47.4124489, 9.2503008 47.4124941, 9.2503131 47.4124215, 9.2505202 47.4124375, 9.2505319 47.4123679, 9.2498037 47.4123117, 9.2497377 47.4123067, 9.2497137 47.4124489))",,,,Gossau,CH,9200,Stadtbühlstrasse,,,,"[1033690943, 1033691081, 7881129285, 7881129286, 1033691503, 5235558295, 1033691023, 1033690943]",retail,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,supermarket,,,,,,,,,,,,
190,way/125236000,125236000,way,,,,,,,,Migros,,,,,"POLYGON ((9.3916758 47.4354833, 9.3908523 47.4358225, 9.3907855 47.43585, 9.3910022 47.4361025, 9.3911118 47.4361008, 9.3911667 47.436069, 9.3913233 47.4361696, 9.3920294 47.4358777, 9.39201 47.4358571, 9.3917907 47.4356222, 9.3918512 47.4355278, 9.3916758 47.4354833))",,,,,,,,,,,"[1391581688, 2740169364, 1391581696, 1391581701, 1391581700, 1391581699, 1391581702, 1391581698, 1391581697, 1391581693, 1391581690, 1391581688]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,parking,,no,multi-storey,customers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,way/143056634,143056634,way,Migros,Q680727,en:Migros,postfinance_card,no,no,checkout,Migros,Mo-Sa 07:00-19:00,,supermarket,yes,"POLYGON ((9.4675227 47.4748911, 9.4675155 47.4748434, 9.4674916 47.4748458, 9.4674749 47.474782, 9.4674976 47.4747779, 9.4674844 47.4747173, 9.4674545 47.4747189, 9.467439 47.4746567, 9.4674677 47.4746502, 9.4674593 47.4746074, 9.4676291 47.4745896, 9.4676315 47.4746001, 9.4678001 47.4745815, 9.4677965 47.4745662, 9.4679592 47.4745508, 9.4679651 47.4745937, 9.4680058 47.4745937, 9.4680142 47.4746543, 9.4679855 47.4746591, 9.4679986 47.4747303, 9.4680321 47.4747262, 9.4680441 47.4747876, 9.468013 47.4747917, 9.4680201 47.4748305, 9.4679795 47.4748337, 9.4679831 47.4748515, 9.4680261 47.4748458, 9.4680393 47.4749234, 9.467879 47.4749461, 9.4677343 47.4749008, 9.4677152 47.4749097, 9.4676758 47.4749097, 9.4676638 47.4748806, 9.4675867 47.4748863, 9.4675227 47.4748911))",,,,Goldach,CH,9403,Ulrich-Rösch-Strasse,,,,"[1565409216, 1565409167, 1565409170, 1565409078, 1565409073, 1565408987, 1565408988, 1565408950, 1565408945, 1565408917, 1565408910, 1565408913, 1565408899, 1565408892, 1565408890, 1565408911, 1565408912, 1565408947, 1565408953, 1565409010, 1565409007, 1565409082, 1565409089, 1565409133, 1565409139, 1565409176, 1565409172, 1565409238, 1565409245, 1565409222, 1565409228, 1565409225, 1565409211, 1566382689, 1565409216]",yes,,5,,,,,,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,way/143134956,143134956,way,,,,,,,,Migros,,Migros,,yes,"POLYGON ((9.4674361 47.4752721, 9.4674692 47.4749702, 9.4675913 47.4749509, 9.4677376 47.4749871, 9.4678059 47.4750066, 9.4678967 47.4750473, 9.4678762 47.4751621, 9.4674361 47.4752721))",,,,,,,,,,,"[1566382732, 1566382693, 5162655248, 5162655249, 5162655250, 1566382717, 1566382750, 1566382732]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,parking,,no,surface,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,way/194286495,194286495,way,,,,,,,,Migros,"Mo,We-Fr 08:00-19:00, Tu 08:00-20:00, Sa 08:00-17:00",Migros,,yes,"POLYGON ((9.0425241 47.4628099, 9.042445 47.4626377, 9.0423743 47.462651, 9.0422438 47.4626757, 9.0423725 47.4629314, 9.0427293 47.4628643, 9.0428419 47.4628571, 9.0432165 47.4628303, 9.0432469 47.4628281, 9.043196 47.4625071, 9.0434106 47.4624708, 9.0433837 47.4622605, 9.0431343 47.4622659, 9.0431289 47.4623185, 9.0431102 47.4623439, 9.0431155 47.4624382, 9.0426971 47.4624745, 9.0427454 47.462625, 9.0427454 47.4627501, 9.0425241 47.4628099))",,,,,,,,,,,"[2048105940, 2048105950, 9662609217, 2048105985, 2048105888, 2048105887, 2048105869, 6858322452, 2048105841, 2048105996, 2048105943, 2048105929, 2048105842, 2048105849, 2048105977, 2048105845, 2048105954, 2048105952, 2048105839, 2048105940]",parking,,,,,,,,,,,2,,,,,,,,,,1,,,,,,,,,,parking,,yes,multi-storey,customers,,,,,,,,,,,asphalt,,,,,,,,,,"Die vorgeschlagenen Operator tags stimmen nicht mit dem Wiki überein. Hier gibt es Kreuzungen die noch korrigiert werden müssen.
Der Parkplatz ist nur auf den obersten zwei Stockwerken.
Beim unteren Stockwerk fehlt der westliche Ausläufer",business,,,,,,,,,,
194,way/219695314,219695314,way,Migros,Q680727,en:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,"Mo-Fr 08:00-20:00, Sa 08:00-19:00; PH off",Genossenschaft Migros Ostschweiz,supermarket,yes,"POLYGON ((9.0006259 47.5998626, 9.0006276 47.5998348, 9.0011605 47.5998523, 9.0011653 47.5997482, 9.0010896 47.5997461, 9.0011012 47.5996134, 9.0004565 47.5996011, 9.0004313 47.5998569, 9.0006259 47.5998626))",,,,Müllheim Dorf,CH,8555,Thurstrasse,,,,"[2288341337, 2288341330, 2288341334, 2288341322, 2288341320, 2288341316, 2288341313, 2288341336, 2288341337]",yes,,3,Müllheim,,Migros Müllheim,https://filialen.migros.ch/de/migros-supermarkt-muellheim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,way/254283782,254283782,way,Migros,Q680727,en:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,"Mo-Fr 08:00-19:00, Sa 08:00-17:00; PH off",Genossenschaft Migros Ostschweiz,supermarket,,"POLYGON ((9.0675961 47.4127243, 9.0680969 47.4128507, 9.0681575 47.4127394, 9.0684172 47.4128055, 9.0685063 47.412644, 9.0680446 47.4125262, 9.0678471 47.4124758, 9.0677655 47.4126247, 9.0676629 47.4125996, 9.0675961 47.4127243))",,,,Bazenheid,,9602,Wilerstrasse,,,,"[2600727508, 2600727516, 2600727509, 2600727513, 2600727505, 4936478707, 2600727499, 2600727503, 2600727502, 2600727508]",yes,,17,Bazenheid,,Migros Bazenheid,https://filialen.migros.ch/de/migros-supermarkt-bazenheid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,
196,way/254865005,254865005,way,Migros,Q680727,en:Migros,,,,,Migros,,Migros,supermarket,,"POLYGON ((9.2558953 47.4178202, 9.2566442 47.4177942, 9.2566417 47.4177657, 9.2567106 47.4177637, 9.2567078 47.4177302, 9.2568501 47.417725, 9.2568428 47.417615, 9.2567319 47.4176183, 9.256729 47.4175694, 9.2567251 47.4175694, 9.2567217 47.4175228, 9.2566807 47.4175238, 9.2566779 47.4174821, 9.2567193 47.417481, 9.2567181 47.4174575, 9.2567197 47.4174574, 9.2567091 47.4173094, 9.2566943 47.4173099, 9.2566909 47.4172614, 9.2563469 47.417241, 9.2563524 47.4173226, 9.2561711 47.4173283, 9.2561735 47.4173622, 9.2560197 47.4173678, 9.2558654 47.4173727, 9.2558953 47.4178202))",,,,Gossau,,9200,St. Gallerstrasse,,,,"[2606549036, 2606549039, 9306983138, 9306983139, 9306983140, 2606549056, 2606549058, 9306983131, 9306983129, 9306983130, 9306983133, 9306983132, 2606549041, 9306983142, 9306983141, 2606549043, 9306983144, 9306983143, 2606549045, 2606549047, 2606549050, 9306983146, 9306983145, 2606617910, 2606549052, 2606549036]",commercial,Migros,115,,,,,,,geodieste.ch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,way/317856639,317856639,way,,,,postfinance_card,no,no,checkout,Migros,Mo-Fr 07:00-20:00; Sa 07:00-18:00,Migros Ostschweiz,supermarket,yes,"POLYGON ((9.2786942 47.3788342, 9.278686 47.3786039, 9.2789295 47.3786, 9.2789316 47.3786595, 9.2789376 47.3788303, 9.2786942 47.3788342))",,,,Herisau,,9100,Alpsteinstrasse,,,,"[3241708160, 3241708135, 3241708134, 9400713336, 3241708159, 3241708160]",retail,,8b,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,flat,,,,,,,,,,,,,,,,,,
198,way/322727656,322727656,way,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,"Mo-Fr 08:00-20:00, Sa 08:00-19:00; PH off",Genossenschaft Migros Ostschweiz,supermarket,yes,"POLYGON ((8.99164 47.463841, 8.9920624 47.4636423, 8.991807 47.4633941, 8.9918334 47.4633817, 8.9917127 47.4632644, 8.9914847 47.4633716, 8.9916012 47.4634848, 8.9913804 47.4635887, 8.99164 47.463841))",,,,Sirnach,,8370,Winterthurerstrasse,,,,"[3295004558, 3295004559, 3295004560, 3295008761, 3295008762, 3295008763, 3295008764, 3295008765, 3295004558]",retail,,27,Sirnach,,Migros Sirnach,https://filialen.migros.ch/de/migros-supermarkt-sirnach,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,flat,,,,,,,,,,,,,,,,,,
199,way/406668125,406668125,way,,,,,,,,Migros,,,,,"POLYGON ((9.2436009 47.4931383, 9.243906 47.4928818, 9.2442581 47.4930508, 9.2439496 47.4933267, 9.2436009 47.4931383))",,,,,,,,,,,"[4087148262, 4087148263, 4087148264, 4087148265, 4087148262]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,parking,,no,surface,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,way/406668126,406668126,way,Migros,Q680727,en:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,"Mo-Fr 08:00-20:00, Sa 08:00-19:00; PH off",Genossenschaft Migros Ostschweiz,supermarket,,"POLYGON ((9.244128 47.4925725, 9.2444599 47.4928255, 9.2448292 47.4926, 9.2448514 47.4925865, 9.2445175 47.4924069, 9.2444429 47.4923518, 9.2441564 47.4925286, 9.2441761 47.4925436, 9.244128 47.4925725))",,,,Bischofszell,CH,9220,Steigstrasse,,,,"[4087148278, 4087148279, 4087148273, 4087148269, 4087148270, 4087148268, 4087148277, 4087148267, 4087148278]",retail,,5,Bischofszell,,Migros Bischofszell,https://filialen.migros.ch/de/migros-supermarkt-bischofszell,,,survey,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,flat,0,,,,,,,,,yes,,,,,,,,
201,way/419730906,419730906,way,,,,,,,,Migros,,Migros Ostschweiz,,,"POLYGON ((9.2787399 47.3791396, 9.2787267 47.3788969, 9.2783431 47.378906, 9.2783457 47.3791279, 9.2784729 47.3791317, 9.278689 47.3791381, 9.2787399 47.3791396))",,,,,,,,,,,"[4197365373, 4197365374, 4197365375, 4197365376, 4197365377, 4197365379, 4197365373]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,parking,19,no,,customers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,way/547111096,547111096,way,Migros,Q680727,,migros_bank;postfinance_card,no,no,checkout,Migros,"Mo-Fr 08:00-19:00, Sa 08:00-17:00; PH off",Genossenschaft Migros Ostschweiz,supermarket,,"POLYGON ((9.1136091 47.4718123, 9.1134596 47.4715299, 9.1124748 47.4717683, 9.1126244 47.4720507, 9.1136091 47.4718123))",,,,Zuzwil SG,,9524,Herbergstrasse,,,,"[5286412580, 3816702184, 5286412579, 5286412581, 5286412580]",commercial,,17,Zuzwil SG,,Migros Zuzwil SG,https://filialen.migros.ch/de/migros-supermarkt-zuzwil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,way/579968188,579968188,way,Migros,Q680727,en:Migros,,,,,Migros,"Mo-Fr 07:00-20:00, Sa 07:00-18:00; PH off",Genossenschaft Migros Ostschweiz,supermarket,,"POLYGON ((9.2729519 47.5484614, 9.2732988 47.5484317, 9.273289 47.5483965, 9.2733647 47.5483859, 9.2733613 47.5482104, 9.273359 47.5480877, 9.2733557 47.5480558, 9.2729552 47.5480635, 9.2729552 47.5482207, 9.2728998 47.5482295, 9.2729519 47.5484614))",,,,Amriswil,,8580,Schrofenstrasse,,,,"[5553320520, 5553320521, 5553320522, 5553320523, 9376935898, 5553320525, 5553320526, 5553320527, 5553320528, 5553320529, 5553320520]",yes,,19,Amriswil Aachtal,,Migros Aachtal,https://filialen.migros.ch/de/migros-supermarkt-aachtal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,way/598640369,598640369,way,Migros,Q680727,en:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,"Mo-Fr 07:00-19:00, Sa 07:00-17:00; PH off",Genossenschaft Migros Ostschweiz,supermarket,,"POLYGON ((9.0731175 47.3633187, 9.0731273 47.3632833, 9.0731671 47.3632884, 9.0732476 47.3629999, 9.073205 47.3629944, 9.0732157 47.3629561, 9.0727936 47.3629019, 9.0727012 47.3632322, 9.0727387 47.3632704, 9.0731175 47.3633187))",,,,Bütschwil,,9606,Landstrasse,,,,"[5697499854, 5697499855, 5697499856, 5697499857, 5697499858, 5697499859, 5697499860, 5697499861, 5697499862, 5697499854]",apartments,,41,Bütschwil,,Migros Bütschwil,https://filialen.migros.ch/de/migros-supermarkt-buetschwil,,,,,,,,,,,,,,,3,,,,,,,,,2018-07-19,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
205,node/36726161,36726161,node,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,"Mo-Th 08:00-19:00, Fr 08:00-20:00, Sa 07:30-17:00; PH off",Genossenschaft Migros Zürich,supermarket,,POINT (8.9803292 47.2261912),,,,Uznach,,8730,Zürcherstrasse,,,,,,,25,Uznach Frohsinn,,Migros Uznach (MM),https://filialen.migros.ch/de/migros-supermarkt-uznach-frohsinn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,node/618770878,618770878,node,Migros,Q680727,en:Migros,,,,,Migros,"Mo,Tu,Th 08:00-19:00, We,Fr 08:00-20:00, Sa 08:00-17:00",,supermarket,yes,POINT (9.4728537 47.1638879),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,node/1774376850,1774376850,node,Migros,Q680727,en:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,Mo-Sa 08:00-20:00; PH off,Genossenschaft Migros Zürich,supermarket,,POINT (9.0595708 47.0936368),,,,Näfels,,8752,Oberdorf,,,,,,,44,Näfels,+41 55 6222431,Migros Näfels,https://filialen.migros.ch/de/migros-supermarkt-naefels,,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,node/2026453690,2026453690,node,Migros,Q680727,en:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,"Mo-Fr 08:00-19:00, Sa 08:00-18:00; PH off",Genossenschaft Migros Zürich,supermarket,,POINT (9.071002 47.0405887),,,,Glarus,,8750,Schweizerhofstrasse,,,,,,,6,Glarus,+41 58 563 51 50,Migros Glarus (MM),https://filialen.migros.ch/de/migros-supermarkt-glarus-zentrum-glaernisch,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,yes,,,,,,,,,,,,,,,,yes,,yes,yes,yes,,,,,
209,node/4947270215,4947270215,node,Migros,Q680727,,postfinance_card,no,no,checkout,Migros,,,supermarket,,POINT (9.430805 47.0423429),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,node/5483492229,5483492229,node,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,"Mo-Fr 07:30-20:00, Sa 07:30-18:00; PH off",Genossenschaft Migros Zürich,supermarket,,POINT (9.055919 47.1284712),,,,Niederurnen,CH,8867,Ziegelbrückstrasse,,,,,,,21,Niederurnen,,Migros Niederurnen,https://filialen.migros.ch/de/migros-supermarkt-niederurnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,node/9494808348,9494808348,node,Migros,,,,,,,Migros,"Mo-Fr 07:30-20:00, Sa 07:30-18:00",,supermarket,,POINT (8.9691131 47.1727273),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,way/70295844,70295844,way,Migros,Q680727,en:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,Mo-Fr 07:30-19:00; Sa 07:30-17:00; PH off,Genossenschaft Migros Ostschweiz,supermarket,,"POLYGON ((9.3135442 47.1219898, 9.3138298 47.1219144, 9.3138142 47.1218891, 9.3141493 47.1217855, 9.3139987 47.12155, 9.3138025 47.1216027, 9.3137801 47.1216127, 9.3136573 47.121648, 9.31365 47.1216382, 9.3133675 47.1217223, 9.3134688 47.1218757, 9.313494 47.1218672, 9.3135058 47.1218878, 9.3134817 47.1218953, 9.3135442 47.1219898))",,,,Walenstadt,CH,8880,Bahnhofstrasse,,,,"[839162469, 9580378520, 9580378521, 839162298, 839162075, 9580378524, 9580378523, 9580378522, 9580378525, 839162031, 9580378527, 9580378528, 9580378529, 9580378526, 839162469]",yes,,27,Walenstadt,+41 81 720 23 51,Migros Walenstadt,https://filialen.migros.ch/de/migros-supermarkt-walenstadt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,way/733531747,733531747,way,,,,,,,,Migros,,,,,"POLYGON ((9.4734043 47.1639797, 9.4730038 47.1636819, 9.4721248 47.1635271, 9.4719893 47.1636721, 9.4716665 47.1643089, 9.4717213 47.1643657, 9.4724937 47.1646263, 9.4727242 47.1644421, 9.4734043 47.1639797))",,,,,,,,,,,"[6869516975, 6869516976, 6869516977, 6869516978, 6869516979, 6869516980, 6869516981, 6869516982, 6869516975]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,retail,,,,
214,node/1216746469,1216746469,node,Migros,Q680727,en:Migros,postfinance_card,no,no,checkout,Migros,,,supermarket,yes,POINT (9.4398988 46.6943034),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,node/5869402307,5869402307,node,Migros,Q680727,en:Migros,postfinance_card,no,no,checkout,Migros,Mo-Fr 08:00-20:00; Sa 08:00-17:00,,supermarket,,POINT (9.2076589 46.774599),,,,Ilanz,,7130,Poststrasse,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,node/2548875263,2548875263,node,Migros,Q680727,,postfinance_card,no,no,checkout,Migros,,,supermarket,,POINT (9.0138827 46.1783276),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,node/6877572660,6877572660,node,Migros,Q680727,en:Migros,,,,,Migros,,,supermarket,,POINT (8.9920632 46.1821001),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,way/248366692,248366692,way,Migros,Q680727,,postfinance_card,no,no,checkout,Migros,,,supermarket,,"POLYGON ((9.0436931 46.2253859, 9.0440747 46.2254902, 9.0442896 46.225114, 9.043908 46.2250097, 9.0436931 46.2253859))",,,,,,,,,,,"[2551632072, 2551632071, 2551632067, 2551632069, 2551632072]",supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,way/317171742,317171742,way,,,,postfinance_card,no,no,checkout,Migros,,,supermarket,,"POLYGON ((8.9722391 46.3537087, 8.9722549 46.3536659, 8.9722268 46.3536609, 8.9723783 46.3532511, 8.9728971 46.3533425, 8.9727826 46.3536521, 8.9726592 46.3537298, 8.9726227 46.3537234, 8.9726043 46.3537731, 8.9722391 46.3537087))",,,,,,,,,,,"[3234105295, 3234105296, 3234105297, 3234105298, 3234105299, 3234105300, 3234105301, 3234105302, 3234105303, 3234105295]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,way/318258547,318258547,way,Migros,Q680727,,postfinance_card,no,no,checkout,Migros,"Mo-We,Fr 07:30-18:30; Th 07:30-20:00; Sa 07:30-17:00; PH closed",,supermarket,yes,"POLYGON ((9.0241508 46.1938961, 9.0239994 46.1936432, 9.024375 46.1935355, 9.0245264 46.1937884, 9.0242223 46.1938756, 9.0241508 46.1938961))",,,,,,,,designated,,,"[3246585898, 3246585899, 3246585900, 3246585901, 3246714052, 3246585898]",yes,,,,,,,,yes,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,customers,,,
221,node/415255849,415255849,node,Migros,Q680727,en:Migros,postfinance_card,no,no,checkout,Migros,,,supermarket,,POINT (8.9619063 46.1539555),,,,,,,,,,,,,,,,,,http://filialen.migros.ch/it/#/CentroS.Antonino/0125020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,node/3307607470,3307607470,node,Migros,Q680727,en:Migros,postfinance_card,no,no,checkout,Migros,Mo-We 08:00-19:00; Th 08:00-20:00; Fr-Sa 08:00-19:00,,supermarket,,POINT (8.9860348 45.8702355),,,,Mendrisio,CH,6850,Via Luigi Lavizzari,,,,,,,2,,,,https://www.migros.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,node/3576197233,3576197233,node,Migros,Q680727,en:Migros,postfinance_card,no,no,checkout,Migros,Mo-Fr 08:00-18:30; Sa 08:00-18:00,Migros,supermarket,,POINT (8.9852892 45.9193343),,,,Melano,CH,6818,Via Cantonale,,,,,,,89,,,,https://www.migros.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,node/3758933750,3758933750,node,Migros,Q680727,en:Migros,,,,,Migros,Mo-Sa 08:00-19:00,Migros,supermarket,,POINT (8.9657502 46.0062192),,,,Lugano,CH,6900,Viale Castagnola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,node/4603794691,4603794691,node,,,,postfinance_card,no,no,checkout,Migros,,,supermarket,,POINT (8.9672526 46.0235381),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Migros,,
226,node/5046260927,5046260927,node,Migros,Q680727,en:Migros,postfinance_card,no,no,checkout,Migros,,,supermarket,,POINT (9.0165235 45.8452236),,,,Morbio Inferiore,,6834,Viale Serfontana,,,,,,,20,,,,https://www.migros.ch/it.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,way/113684683,113684683,way,Migros,Q680727,en:Migros,,,,,Migros,,,supermarket,,"POLYGON ((8.9675184 46.0669436, 8.9672912 46.0668381, 8.96716 46.066974, 8.9673062 46.067042, 8.9673245 46.0670229, 8.9674056 46.0670606, 8.9675184 46.0669436))",,,,Tesserete,,6950,Via Luigi Canonica,,,,"[1288839492, 1288839491, 1288839497, 1288839493, 1288839502, 1288839494, 1288839492]",yes,,40,Ticino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,node/253909831,253909831,node,Migros,Q680727,en:Migros,,,,,Migros,"Mo-Th 08:00-19:00, Fr 08:00-20:00, Sa 08:00-17:00; PH off",Genossenschaft Migros Ostschweiz,supermarket,yes,POINT (9.5378606 47.3773676),,,,Altstätten,CH,9450,Stossstrasse,yes,,,,,,2,Altstätten SG,,Migros Altstätten SG,https://filialen.migros.ch/de/migros-supermarkt-altstaetten-sg,,yes,,,-1;0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,yes,
